OTU,shift,Day,Treatment
OTU.6191,,3,13CXPS
OTU.6192,,3,13CXPS
OTU.6193,,3,13CXPS
OTU.6198,,3,13CXPS
OTU.6199,,3,13CXPS
OTU.2569,,3,13CXPS
OTU.2568,0.01899391679362239,3,13CXPS
OTU.571,-0.0029349772703328725,3,13CXPS
OTU.570,,3,13CXPS
OTU.577,0.000949995969347528,3,13CXPS
OTU.576,-0.00017231219126201403,3,13CXPS
OTU.575,-0.0006400522518110741,3,13CXPS
OTU.574,0.0025524138940993257,3,13CXPS
OTU.2561,0.0032373453539209507,3,13CXPS
OTU.2560,,3,13CXPS
OTU.2563,,3,13CXPS
OTU.2562,,3,13CXPS
OTU.2565,,3,13CXPS
OTU.2564,,3,13CXPS
OTU.2567,,3,13CXPS
OTU.2566,,3,13CXPS
OTU.5440,,3,13CXPS
OTU.2938,-0.027480511835280996,3,13CXPS
OTU.3618,,3,13CXPS
OTU.3619,0.03235506097412788,3,13CXPS
OTU.6228,,3,13CXPS
OTU.6229,,3,13CXPS
OTU.3610,-0.0011804315727468317,3,13CXPS
OTU.3611,,3,13CXPS
OTU.3612,,3,13CXPS
OTU.3613,,3,13CXPS
OTU.3614,-0.017012233974968094,3,13CXPS
OTU.3615,,3,13CXPS
OTU.3616,-0.007200538504317899,3,13CXPS
OTU.3617,,3,13CXPS
OTU.2699,,3,13CXPS
OTU.2698,,3,13CXPS
OTU.2697,0.004094268421548808,3,13CXPS
OTU.2696,0.04514712194069759,3,13CXPS
OTU.2695,,3,13CXPS
OTU.2694,,3,13CXPS
OTU.2693,,3,13CXPS
OTU.2692,,3,13CXPS
OTU.2691,,3,13CXPS
OTU.2690,,3,13CXPS
OTU.4592,-0.00772885312918925,3,13CXPS
OTU.4593,,3,13CXPS
OTU.4590,,3,13CXPS
OTU.4591,,3,13CXPS
OTU.4596,,3,13CXPS
OTU.4597,,3,13CXPS
OTU.4594,,3,13CXPS
OTU.4595,,3,13CXPS
OTU.4598,,3,13CXPS
OTU.4599,,3,13CXPS
OTU.3805,,3,13CXPS
OTU.3804,,3,13CXPS
OTU.3807,,3,13CXPS
OTU.3806,,3,13CXPS
OTU.3801,,3,13CXPS
OTU.3800,,3,13CXPS
OTU.3803,-0.03595069345651147,3,13CXPS
OTU.3802,,3,13CXPS
OTU.5445,,3,13CXPS
OTU.3809,,3,13CXPS
OTU.3808,,3,13CXPS
OTU.2529,-0.0012198984704576699,3,13CXPS
OTU.2543,,3,13CXPS
OTU.4868,,3,13CXPS
OTU.5444,,3,13CXPS
OTU.2542,,3,13CXPS
OTU.465,0.010120269013585093,3,13CXPS
OTU.464,0.0008131312003623048,3,13CXPS
OTU.467,-0.0018065424540996133,3,13CXPS
OTU.5759,,3,13CXPS
OTU.5758,,3,13CXPS
OTU.2446,,3,13CXPS
OTU.5753,,3,13CXPS
OTU.4866,,3,13CXPS
OTU.5751,-0.004825782391217892,3,13CXPS
OTU.5750,,3,13CXPS
OTU.5757,,3,13CXPS
OTU.5756,,3,13CXPS
OTU.5755,,3,13CXPS
OTU.4867,,3,13CXPS
OTU.463,0.0003895064266825621,3,13CXPS
OTU.4865,,3,13CXPS
OTU.1920,,3,13CXPS
OTU.2447,,3,13CXPS
OTU.1921,,3,13CXPS
OTU.4730,,3,13CXPS
OTU.4731,,3,13CXPS
OTU.4736,0.03235506097412788,3,13CXPS
OTU.4737,,3,13CXPS
OTU.1926,-0.043642203848608396,3,13CXPS
OTU.4735,,3,13CXPS
OTU.5348,,3,13CXPS
OTU.5349,,3,13CXPS
OTU.5344,,3,13CXPS
OTU.5345,-0.001020126707680813,3,13CXPS
OTU.5346,,3,13CXPS
OTU.5347,,3,13CXPS
OTU.5340,,3,13CXPS
OTU.5341,,3,13CXPS
OTU.5342,,3,13CXPS
OTU.5343,,3,13CXPS
OTU.2544,,3,13CXPS
OTU.3445,,3,13CXPS
OTU.3444,0.009761694412610211,3,13CXPS
OTU.3447,,3,13CXPS
OTU.3446,-0.000724894281691979,3,13CXPS
OTU.3441,,3,13CXPS
OTU.2448,,3,13CXPS
OTU.3440,,3,13CXPS
OTU.3443,,3,13CXPS
OTU.3442,,3,13CXPS
OTU.2449,-0.0013273066882057982,3,13CXPS
OTU.5968,,3,13CXPS
OTU.5969,,3,13CXPS
OTU.5960,,3,13CXPS
OTU.5961,,3,13CXPS
OTU.5962,,3,13CXPS
OTU.5963,,3,13CXPS
OTU.5964,,3,13CXPS
OTU.5965,,3,13CXPS
OTU.5966,,3,13CXPS
OTU.5967,,3,13CXPS
OTU.6220,,3,13CXPS
OTU.1519,-0.0401069880035696,3,13CXPS
OTU.1518,,3,13CXPS
OTU.1515,-0.03321653336256958,3,13CXPS
OTU.1514,0.001377346407790636,3,13CXPS
OTU.1517,,3,13CXPS
OTU.1516,-0.043642203848608396,3,13CXPS
OTU.1511,,3,13CXPS
OTU.1510,0.036516927586862646,3,13CXPS
OTU.1513,0.012896480601615634,3,13CXPS
OTU.1512,0.007691408825100554,3,13CXPS
OTU.6221,,3,13CXPS
OTU.3575,,3,13CXPS
OTU.3574,,3,13CXPS
OTU.3577,,3,13CXPS
OTU.3576,,3,13CXPS
OTU.3571,,3,13CXPS
OTU.3570,,3,13CXPS
OTU.3573,,3,13CXPS
OTU.3572,,3,13CXPS
OTU.3579,0.03979552867806868,3,13CXPS
OTU.3578,,3,13CXPS
OTU.5528,-0.0079929291802463,3,13CXPS
OTU.5529,,3,13CXPS
OTU.968,,3,13CXPS
OTU.969,-0.012273908510229914,3,13CXPS
OTU.964,0.007453912590473344,3,13CXPS
OTU.965,-0.026434334337415377,3,13CXPS
OTU.966,0.025347980674781834,3,13CXPS
OTU.967,0.0017758738960333975,3,13CXPS
OTU.960,-0.004104318582451416,3,13CXPS
OTU.961,0.00378047375009527,3,13CXPS
OTU.962,0.017061014080863135,3,13CXPS
OTU.963,,3,13CXPS
OTU.5506,,3,13CXPS
OTU.2735,,3,13CXPS
OTU.2736,,3,13CXPS
OTU.2737,,3,13CXPS
OTU.2730,,3,13CXPS
OTU.2731,,3,13CXPS
OTU.2732,-0.029878993151598143,3,13CXPS
OTU.2733,0.04141573066421378,3,13CXPS
OTU.2738,,3,13CXPS
OTU.2739,-0.051240739330307594,3,13CXPS
OTU.2228,-0.04364220384860862,3,13CXPS
OTU.2229,,3,13CXPS
OTU.2427,0.0063744747541496505,3,13CXPS
OTU.4742,,3,13CXPS
OTU.4369,,3,13CXPS
OTU.4368,,3,13CXPS
OTU.4365,,3,13CXPS
OTU.4364,,3,13CXPS
OTU.4367,,3,13CXPS
OTU.4366,,3,13CXPS
OTU.4361,,3,13CXPS
OTU.4360,,3,13CXPS
OTU.4363,,3,13CXPS
OTU.4362,,3,13CXPS
OTU.5281,,3,13CXPS
OTU.5280,,3,13CXPS
OTU.5283,,3,13CXPS
OTU.5282,,3,13CXPS
OTU.5285,,3,13CXPS
OTU.5284,0.014667136828761418,3,13CXPS
OTU.5287,,3,13CXPS
OTU.5286,,3,13CXPS
OTU.5289,,3,13CXPS
OTU.5288,,3,13CXPS
OTU.1038,-0.004541164026613753,3,13CXPS
OTU.1292,,3,13CXPS
OTU.1039,0.006402758181964563,3,13CXPS
OTU.2701,,3,13CXPS
OTU.1032,,3,13CXPS
OTU.1033,0.006179723933434911,3,13CXPS
OTU.1030,0.029242120936646243,3,13CXPS
OTU.1031,0.012571595063749053,3,13CXPS
OTU.1036,,3,13CXPS
OTU.1037,-0.02102637404159924,3,13CXPS
OTU.1708,,3,13CXPS
OTU.1709,0.017470358737872393,3,13CXPS
OTU.4958,,3,13CXPS
OTU.4959,,3,13CXPS
OTU.559,0.015513347607666983,3,13CXPS
OTU.558,-0.0073488969588124675,3,13CXPS
OTU.229,-0.014069822324889403,3,13CXPS
OTU.228,0.0056288272255970995,3,13CXPS
OTU.4952,,3,13CXPS
OTU.1701,0.0025780703862485765,3,13CXPS
OTU.225,0.011748148696310468,3,13CXPS
OTU.556,-0.010442072392191859,3,13CXPS
OTU.1704,-0.0041114744042987095,3,13CXPS
OTU.222,-0.007838376224604149,3,13CXPS
OTU.553,0.008467484019686333,3,13CXPS
OTU.220,0.0014388201142727652,3,13CXPS
OTU.1850,,3,13CXPS
OTU.1851,,3,13CXPS
OTU.1852,0.024935210992957924,3,13CXPS
OTU.1853,,3,13CXPS
OTU.1854,0.018740862665636904,3,13CXPS
OTU.1855,0.002415726929933637,3,13CXPS
OTU.1856,,3,13CXPS
OTU.1857,-0.027215556260501872,3,13CXPS
OTU.1858,-0.005559617172713027,3,13CXPS
OTU.1859,-0.03602819023992998,3,13CXPS
OTU.1848,-0.004073607504587962,3,13CXPS
OTU.3638,,3,13CXPS
OTU.3639,,3,13CXPS
OTU.3636,,3,13CXPS
OTU.3637,,3,13CXPS
OTU.3634,,3,13CXPS
OTU.3635,,3,13CXPS
OTU.3632,,3,13CXPS
OTU.3633,,3,13CXPS
OTU.3630,0.006282274907393637,3,13CXPS
OTU.3631,,3,13CXPS
OTU.5476,,3,13CXPS
OTU.5477,,3,13CXPS
OTU.5474,,3,13CXPS
OTU.5475,,3,13CXPS
OTU.5472,,3,13CXPS
OTU.5473,,3,13CXPS
OTU.2507,,3,13CXPS
OTU.5470,,3,13CXPS
OTU.5471,,3,13CXPS
OTU.2506,,3,13CXPS
OTU.5478,,3,13CXPS
OTU.5972,,3,13CXPS
OTU.5479,,3,13CXPS
OTU.2505,,3,13CXPS
OTU.5975,,3,13CXPS
OTU.4918,,3,13CXPS
OTU.2504,,3,13CXPS
OTU.5771,,3,13CXPS
OTU.5770,,3,13CXPS
OTU.5773,,3,13CXPS
OTU.5772,-0.0066190735290008185,3,13CXPS
OTU.5775,,3,13CXPS
OTU.5774,,3,13CXPS
OTU.5777,,3,13CXPS
OTU.5776,,3,13CXPS
OTU.5779,,3,13CXPS
OTU.5778,,3,13CXPS
OTU.4877,0.019990505477935905,3,13CXPS
OTU.1464,-0.027407166851091347,3,13CXPS
OTU.2501,,3,13CXPS
OTU.2468,,3,13CXPS
OTU.5362,,3,13CXPS
OTU.2883,,3,13CXPS
OTU.2880,,3,13CXPS
OTU.2881,,3,13CXPS
OTU.4914,,3,13CXPS
OTU.2887,,3,13CXPS
OTU.2884,,3,13CXPS
OTU.2885,,3,13CXPS
OTU.5368,,3,13CXPS
OTU.2889,,3,13CXPS
OTU.2469,,3,13CXPS
OTU.4009,,3,13CXPS
OTU.4819,,3,13CXPS
OTU.1289,0.005892095622216376,3,13CXPS
OTU.1288,0.004492154447939267,3,13CXPS
OTU.1285,-0.007855589833290377,3,13CXPS
OTU.1284,-0.02663613306567325,3,13CXPS
OTU.1287,-0.03833639078651374,3,13CXPS
OTU.1286,,3,13CXPS
OTU.1281,-0.015205458390075366,3,13CXPS
OTU.1280,-0.002747918857643805,3,13CXPS
OTU.1283,,3,13CXPS
OTU.1282,-0.005434131338178494,3,13CXPS
OTU.5784,,3,13CXPS
OTU.5785,0.015170412307454306,3,13CXPS
OTU.4818,,3,13CXPS
OTU.5786,,3,13CXPS
OTU.5787,,3,13CXPS
OTU.5948,,3,13CXPS
OTU.5949,,3,13CXPS
OTU.5946,,3,13CXPS
OTU.5780,,3,13CXPS
OTU.5944,-0.006521403722280272,3,13CXPS
OTU.5945,,3,13CXPS
OTU.5942,,3,13CXPS
OTU.5943,,3,13CXPS
OTU.5940,,3,13CXPS
OTU.5781,,3,13CXPS
OTU.5782,,3,13CXPS
OTU.1359,-0.029513833878977325,3,13CXPS
OTU.5783,,3,13CXPS
OTU.4013,,3,13CXPS
OTU.4012,,3,13CXPS
OTU.4011,,3,13CXPS
OTU.4010,,3,13CXPS
OTU.4017,,3,13CXPS
OTU.4016,-0.006737973163468247,3,13CXPS
OTU.4015,,3,13CXPS
OTU.4014,,3,13CXPS
OTU.4019,,3,13CXPS
OTU.4018,-0.0079929291802463,3,13CXPS
OTU.1358,,3,13CXPS
OTU.1771,,3,13CXPS
OTU.1770,-0.03165799300214389,3,13CXPS
OTU.946,,3,13CXPS
OTU.947,-0.01028602747750429,3,13CXPS
OTU.944,-0.004382533289628565,3,13CXPS
OTU.945,,3,13CXPS
OTU.942,-0.0009244636239928994,3,13CXPS
OTU.943,-0.009897022892527252,3,13CXPS
OTU.940,-0.005223067285039518,3,13CXPS
OTU.941,-0.007056413592126498,3,13CXPS
OTU.948,,3,13CXPS
OTU.949,-0.007725677133320286,3,13CXPS
OTU.4813,,3,13CXPS
OTU.1773,-0.0010103500001532595,3,13CXPS
OTU.4812,,3,13CXPS
OTU.1772,,3,13CXPS
OTU.2718,,3,13CXPS
OTU.2719,0.04919342341491073,3,13CXPS
OTU.2248,-0.018183844879429145,3,13CXPS
OTU.2249,,3,13CXPS
OTU.2712,,3,13CXPS
OTU.2713,,3,13CXPS
OTU.2246,,3,13CXPS
OTU.2247,,3,13CXPS
OTU.2716,0.006724960908142563,3,13CXPS
OTU.5561,,3,13CXPS
OTU.5562,,3,13CXPS
OTU.5563,,3,13CXPS
OTU.4810,,3,13CXPS
OTU.4817,,3,13CXPS
OTU.4816,,3,13CXPS
OTU.4423,,3,13CXPS
OTU.4815,,3,13CXPS
OTU.4420,,3,13CXPS
OTU.4814,,3,13CXPS
OTU.4383,,3,13CXPS
OTU.4382,,3,13CXPS
OTU.4381,,3,13CXPS
OTU.4380,,3,13CXPS
OTU.4387,,3,13CXPS
OTU.4386,,3,13CXPS
OTU.4385,-0.0068445665527929744,3,13CXPS
OTU.4384,0.001202522805215711,3,13CXPS
OTU.4389,0.007937898231155538,3,13CXPS
OTU.4388,,3,13CXPS
OTU.2802,,3,13CXPS
OTU.957,0.00708171299911986,3,13CXPS
OTU.956,0.01075839530941658,3,13CXPS
OTU.1498,-0.0012957018877530757,3,13CXPS
OTU.1499,0.0037685898441222054,3,13CXPS
OTU.1490,0.0006346642567742755,3,13CXPS
OTU.1491,,3,13CXPS
OTU.1492,0.05175865236459387,3,13CXPS
OTU.1493,,3,13CXPS
OTU.1494,0.012048454689880694,3,13CXPS
OTU.1495,0.0014985195485666125,3,13CXPS
OTU.1496,0.00704382858954089,3,13CXPS
OTU.1497,,3,13CXPS
OTU.3430,0.022926092611107673,3,13CXPS
OTU.3431,,3,13CXPS
OTU.3432,-0.007990159697975896,3,13CXPS
OTU.3433,,3,13CXPS
OTU.3434,,3,13CXPS
OTU.3435,0.006030286508894145,3,13CXPS
OTU.3436,,3,13CXPS
OTU.3437,,3,13CXPS
OTU.3438,0.040847249090073534,3,13CXPS
OTU.3439,,3,13CXPS
OTU.3384,,3,13CXPS
OTU.3385,,3,13CXPS
OTU.3382,,3,13CXPS
OTU.3383,-0.0041114744042987095,3,13CXPS
OTU.3380,,3,13CXPS
OTU.3381,,3,13CXPS
OTU.4953,,3,13CXPS
OTU.2525,,3,13CXPS
OTU.2524,0.0007913736966462803,3,13CXPS
OTU.2527,,3,13CXPS
OTU.2526,0.022926092611107673,3,13CXPS
OTU.2521,,3,13CXPS
OTU.2520,,3,13CXPS
OTU.2523,,3,13CXPS
OTU.2522,0.02742847577019414,3,13CXPS
OTU.201,-0.0007615857869471832,3,13CXPS
OTU.200,-0.007726804423984657,3,13CXPS
OTU.203,-0.0028965715622359944,3,13CXPS
OTU.202,0.008651091632642549,3,13CXPS
OTU.205,-0.006083881529733937,3,13CXPS
OTU.2528,0.02806738968322464,3,13CXPS
OTU.207,-0.01376253632880231,3,13CXPS
OTU.206,-0.00015902602088035955,3,13CXPS
OTU.1876,-0.025133509204044557,3,13CXPS
OTU.1877,,3,13CXPS
OTU.1874,,3,13CXPS
OTU.1875,0.004716183900556503,3,13CXPS
OTU.1872,-0.017699478302271254,3,13CXPS
OTU.1873,-0.0001401528584048517,3,13CXPS
OTU.1870,,3,13CXPS
OTU.1871,,3,13CXPS
OTU.2508,,3,13CXPS
OTU.1878,,3,13CXPS
OTU.1879,,3,13CXPS
OTU.3654,,3,13CXPS
OTU.1700,0.008562993277102304,3,13CXPS
OTU.3656,,3,13CXPS
OTU.3657,,3,13CXPS
OTU.3650,,3,13CXPS
OTU.3651,,3,13CXPS
OTU.3652,,3,13CXPS
OTU.3653,,3,13CXPS
OTU.3658,,3,13CXPS
OTU.4950,,3,13CXPS
OTU.1703,-0.05477595517534661,3,13CXPS
OTU.2503,0.036516927586862646,3,13CXPS
OTU.2502,,3,13CXPS
OTU.4954,,3,13CXPS
OTU.4439,,3,13CXPS
OTU.2500,-0.007641061171887564,3,13CXPS
OTU.4438,,3,13CXPS
OTU.2239,,3,13CXPS
OTU.5518,,3,13CXPS
OTU.4435,,3,13CXPS
OTU.4434,-0.035121313031885704,3,13CXPS
OTU.4957,,3,13CXPS
OTU.4437,,3,13CXPS
OTU.2381,0.001502256531730195,3,13CXPS
OTU.2380,0.019922031536295348,3,13CXPS
OTU.2383,,3,13CXPS
OTU.4436,,3,13CXPS
OTU.2385,,3,13CXPS
OTU.2384,,3,13CXPS
OTU.2387,,3,13CXPS
OTU.2386,,3,13CXPS
OTU.2389,,3,13CXPS
OTU.4431,,3,13CXPS
OTU.2826,,3,13CXPS
OTU.4430,,3,13CXPS
OTU.2231,-0.0026729338286994864,3,13CXPS
OTU.3895,,3,13CXPS
OTU.4433,,3,13CXPS
OTU.5510,,3,13CXPS
OTU.2820,0.036737637395357625,3,13CXPS
OTU.4432,,3,13CXPS
OTU.2233,,3,13CXPS
OTU.2821,0.005188991266167786,3,13CXPS
OTU.2232,-0.019336546499201468,3,13CXPS
OTU.2822,,3,13CXPS
OTU.5515,,3,13CXPS
OTU.2823,,3,13CXPS
OTU.5514,,3,13CXPS
OTU.4955,,3,13CXPS
OTU.5516,,3,13CXPS
OTU.5717,,3,13CXPS
OTU.5716,,3,13CXPS
OTU.5715,,3,13CXPS
OTU.5714,,3,13CXPS
OTU.5713,,3,13CXPS
OTU.5712,-0.0017571314003126393,3,13CXPS
OTU.5711,,3,13CXPS
OTU.5710,,3,13CXPS
OTU.5719,,3,13CXPS
OTU.5718,,3,13CXPS
OTU.3949,,3,13CXPS
OTU.3243,,3,13CXPS
OTU.3242,,3,13CXPS
OTU.3241,,3,13CXPS
OTU.3240,,3,13CXPS
OTU.3247,,3,13CXPS
OTU.3246,,3,13CXPS
OTU.3245,,3,13CXPS
OTU.3244,,3,13CXPS
OTU.1128,-0.0413931373943246,3,13CXPS
OTU.1129,0.010569805009642774,3,13CXPS
OTU.4440,,3,13CXPS
OTU.4441,,3,13CXPS
OTU.1122,,3,13CXPS
OTU.4443,,3,13CXPS
OTU.1124,0.022082672845842755,3,13CXPS
OTU.1125,-0.03876856555225494,3,13CXPS
OTU.4446,0.004013561795239928,3,13CXPS
OTU.4447,,3,13CXPS
OTU.1263,0.000835870833327812,3,13CXPS
OTU.1262,,3,13CXPS
OTU.1261,0.0054991506823349745,3,13CXPS
OTU.1260,,3,13CXPS
OTU.1267,,3,13CXPS
OTU.1266,-0.0020012956328678833,3,13CXPS
OTU.1265,-0.007516282476981884,3,13CXPS
OTU.1264,,3,13CXPS
OTU.1269,-0.028967091929008593,3,13CXPS
OTU.1268,-0.010138291426853296,3,13CXPS
OTU.5924,,3,13CXPS
OTU.5925,,3,13CXPS
OTU.5926,,3,13CXPS
OTU.5927,,3,13CXPS
OTU.5920,,3,13CXPS
OTU.5921,,3,13CXPS
OTU.5922,,3,13CXPS
OTU.5923,,3,13CXPS
OTU.5928,,3,13CXPS
OTU.5929,,3,13CXPS
OTU.4039,0.011679754894969196,3,13CXPS
OTU.4038,,3,13CXPS
OTU.4031,,3,13CXPS
OTU.4030,,3,13CXPS
OTU.4033,,3,13CXPS
OTU.4032,,3,13CXPS
OTU.4035,,3,13CXPS
OTU.4034,,3,13CXPS
OTU.4037,,3,13CXPS
OTU.4036,,3,13CXPS
OTU.847,0.010826384294107871,3,13CXPS
OTU.5269,,3,13CXPS
OTU.846,-0.019444215343331184,3,13CXPS
OTU.2948,,3,13CXPS
OTU.5267,,3,13CXPS
OTU.5266,,3,13CXPS
OTU.5265,,3,13CXPS
OTU.5264,,3,13CXPS
OTU.845,-0.0018014387124190012,3,13CXPS
OTU.2943,,3,13CXPS
OTU.5262,,3,13CXPS
OTU.5261,-0.0010551560195792842,3,13CXPS
OTU.5260,,3,13CXPS
OTU.692,-0.0042347782316050075,3,13CXPS
OTU.693,,3,13CXPS
OTU.690,0.002499453557858189,3,13CXPS
OTU.691,-0.0014128783894218344,3,13CXPS
OTU.696,-0.012004047721309918,3,13CXPS
OTU.697,0.007844907322833494,3,13CXPS
OTU.694,-0.014429388878899774,3,13CXPS
OTU.695,0.0022302130281408594,3,13CXPS
OTU.928,-0.014218999296599755,3,13CXPS
OTU.929,-0.004636675197437379,3,13CXPS
OTU.698,-0.004569134536383412,3,13CXPS
OTU.699,-0.007389518725977373,3,13CXPS
OTU.2262,,3,13CXPS
OTU.2263,0.01334244429477982,3,13CXPS
OTU.5540,-0.015172241303301526,3,13CXPS
OTU.2261,,3,13CXPS
OTU.2266,,3,13CXPS
OTU.2267,-0.005420182802095219,3,13CXPS
OTU.5544,,3,13CXPS
OTU.2265,0.0026149958540671037,3,13CXPS
OTU.2268,-0.011262737615948204,3,13CXPS
OTU.2269,,3,13CXPS
OTU.4527,,3,13CXPS
OTU.4633,,3,13CXPS
OTU.4632,,3,13CXPS
OTU.4631,,3,13CXPS
OTU.4630,,3,13CXPS
OTU.4637,-0.0008834798489449902,3,13CXPS
OTU.4636,,3,13CXPS
OTU.4635,,3,13CXPS
OTU.4634,,3,13CXPS
OTU.4639,,3,13CXPS
OTU.4638,,3,13CXPS
OTU.4525,,3,13CXPS
OTU.4920,,3,13CXPS
OTU.2494,-0.022517960636327716,3,13CXPS
OTU.2046,-0.005864544927720372,3,13CXPS
OTU.2047,-0.011696193543882627,3,13CXPS
OTU.2044,,3,13CXPS
OTU.94,0.00031812373907924574,3,13CXPS
OTU.2045,,3,13CXPS
OTU.4198,,3,13CXPS
OTU.4199,,3,13CXPS
OTU.4196,,3,13CXPS
OTU.4197,,3,13CXPS
OTU.4194,,3,13CXPS
OTU.4195,,3,13CXPS
OTU.4192,,3,13CXPS
OTU.4193,,3,13CXPS
OTU.4190,,3,13CXPS
OTU.4191,,3,13CXPS
OTU.6068,,3,13CXPS
OTU.2040,-0.004501874456228183,3,13CXPS
OTU.2041,,3,13CXPS
OTU.3416,,3,13CXPS
OTU.3417,,3,13CXPS
OTU.3414,,3,13CXPS
OTU.3415,,3,13CXPS
OTU.3412,,3,13CXPS
OTU.3413,,3,13CXPS
OTU.3410,,3,13CXPS
OTU.3411,,3,13CXPS
OTU.3418,,3,13CXPS
OTU.3419,-0.009004894051432455,3,13CXPS
OTU.263,0.0063896573074180285,3,13CXPS
OTU.262,-0.001903438365939314,3,13CXPS
OTU.261,0.015966183108892196,3,13CXPS
OTU.260,-0.0012602891753439316,3,13CXPS
OTU.267,0.004544275862266023,3,13CXPS
OTU.266,,3,13CXPS
OTU.265,0.0033142934018277614,3,13CXPS
OTU.264,-0.0041007307992455555,3,13CXPS
OTU.269,-0.014854970022999625,3,13CXPS
OTU.268,-0.015411547125828706,3,13CXPS
OTU.4996,,3,13CXPS
OTU.4997,-0.010064282544742342,3,13CXPS
OTU.4994,,3,13CXPS
OTU.4995,,3,13CXPS
OTU.4992,,3,13CXPS
OTU.4993,,3,13CXPS
OTU.4990,,3,13CXPS
OTU.1743,,3,13CXPS
OTU.1748,,3,13CXPS
OTU.1749,0.020987012506776592,3,13CXPS
OTU.4998,,3,13CXPS
OTU.4999,,3,13CXPS
OTU.3678,,3,13CXPS
OTU.3679,-0.004883827910809435,3,13CXPS
OTU.3672,,3,13CXPS
OTU.3673,,3,13CXPS
OTU.3670,,3,13CXPS
OTU.3671,,3,13CXPS
OTU.3676,,3,13CXPS
OTU.3677,,3,13CXPS
OTU.3674,0.004614822965400833,3,13CXPS
OTU.3675,,3,13CXPS
OTU.2352,0.008433718407860002,3,13CXPS
OTU.487,-0.003053459186065144,3,13CXPS
OTU.486,-0.004606969708475628,3,13CXPS
OTU.485,-0.0012027055117611596,3,13CXPS
OTU.484,-0.010729062729430972,3,13CXPS
OTU.483,-0.006799419330103085,3,13CXPS
OTU.482,0.011772425607960546,3,13CXPS
OTU.481,,3,13CXPS
OTU.480,0.007104774556145443,3,13CXPS
OTU.489,-0.0026074797755111234,3,13CXPS
OTU.488,0.014670110417578819,3,13CXPS
OTU.5487,,3,13CXPS
OTU.5486,,3,13CXPS
OTU.5485,,3,13CXPS
OTU.5484,0.022926092611107673,3,13CXPS
OTU.5483,,3,13CXPS
OTU.5482,,3,13CXPS
OTU.5481,,3,13CXPS
OTU.5480,,3,13CXPS
OTU.2440,,3,13CXPS
OTU.5489,,3,13CXPS
OTU.5488,,3,13CXPS
OTU.2441,,3,13CXPS
OTU.1818,-0.008195564520389276,3,13CXPS
OTU.1819,,3,13CXPS
OTU.1814,,3,13CXPS
OTU.1815,,3,13CXPS
OTU.1816,,3,13CXPS
OTU.1817,-0.005722637634025363,3,13CXPS
OTU.1810,,3,13CXPS
OTU.1811,-0.03583906547595328,3,13CXPS
OTU.1812,,3,13CXPS
OTU.1813,,3,13CXPS
OTU.4130,,3,13CXPS
OTU.4131,,3,13CXPS
OTU.4132,,3,13CXPS
OTU.472,,3,13CXPS
OTU.2109,,3,13CXPS
OTU.4133,,3,13CXPS
OTU.5739,,3,13CXPS
OTU.5738,,3,13CXPS
OTU.4874,,3,13CXPS
OTU.5735,,3,13CXPS
OTU.4134,,3,13CXPS
OTU.5737,,3,13CXPS
OTU.5736,,3,13CXPS
OTU.5731,,3,13CXPS
OTU.5730,,3,13CXPS
OTU.2105,0.001391207212482426,3,13CXPS
OTU.5732,,3,13CXPS
OTU.4876,,3,13CXPS
OTU.4136,,3,13CXPS
OTU.4871,,3,13CXPS
OTU.4137,,3,13CXPS
OTU.477,0.016400620809212896,3,13CXPS
OTU.4138,,3,13CXPS
OTU.474,-0.023996737330048035,3,13CXPS
OTU.4139,0.0073344924660818656,3,13CXPS
OTU.475,0.024774286011853386,3,13CXPS
OTU.1933,,3,13CXPS
OTU.1932,-0.021125567873440554,3,13CXPS
OTU.1931,,3,13CXPS
OTU.4726,,3,13CXPS
OTU.4721,,3,13CXPS
OTU.4720,,3,13CXPS
OTU.4723,,3,13CXPS
OTU.1934,,3,13CXPS
OTU.2741,,3,13CXPS
OTU.988,-0.030094620202500977,3,13CXPS
OTU.708,-0.002798281968207972,3,13CXPS
OTU.2740,,3,13CXPS
OTU.709,-0.0023487308194938272,3,13CXPS
OTU.1108,-0.0005993351317881146,3,13CXPS
OTU.4469,,3,13CXPS
OTU.4466,,3,13CXPS
OTU.4467,,3,13CXPS
OTU.1104,-0.007929423287906578,3,13CXPS
OTU.4465,,3,13CXPS
OTU.4462,,3,13CXPS
OTU.4463,-0.039387685762692914,3,13CXPS
OTU.1100,-0.0032552581824494276,3,13CXPS
OTU.4461,0.011234017971759158,3,13CXPS
OTU.2742,,3,13CXPS
OTU.1249,,3,13CXPS
OTU.1248,-0.017179885239442916,3,13CXPS
OTU.1241,,3,13CXPS
OTU.1240,-0.003937815512432774,3,13CXPS
OTU.1243,0.012037198384176495,3,13CXPS
OTU.1242,0.009306700729225348,3,13CXPS
OTU.1245,-0.0231316764326992,3,13CXPS
OTU.1244,0.005242081397950127,3,13CXPS
OTU.1247,-0.0019078654885718027,3,13CXPS
OTU.1246,,3,13CXPS
OTU.2745,0.010069163608951603,3,13CXPS
OTU.2744,,3,13CXPS
OTU.4059,,3,13CXPS
OTU.4058,,3,13CXPS
OTU.4057,,3,13CXPS
OTU.4056,,3,13CXPS
OTU.4055,,3,13CXPS
OTU.4054,-0.023007893603129048,3,13CXPS
OTU.4053,,3,13CXPS
OTU.4052,,3,13CXPS
