OTU,shift,Day,Treatment
OTU.5302,,14,13CXPS
OTU.5303,,14,13CXPS
OTU.5304,,14,13CXPS
OTU.5305,,14,13CXPS
OTU.5306,,14,13CXPS
OTU.5875,,14,13CXPS
OTU.5308,,14,13CXPS
OTU.5309,,14,13CXPS
OTU.5878,,14,13CXPS
OTU.5879,,14,13CXPS
OTU.1551,0.028341741587978753,14,13CXPS
OTU.1550,,14,13CXPS
OTU.1553,0.02420931925772818,14,13CXPS
OTU.1552,0.026513307860993596,14,13CXPS
OTU.1555,-0.0013617771105491894,14,13CXPS
OTU.1554,0.02391423213930355,14,13CXPS
OTU.1557,0.003458352582764501,14,13CXPS
OTU.1556,,14,13CXPS
OTU.1559,,14,13CXPS
OTU.1558,,14,13CXPS
OTU.3539,,14,13CXPS
OTU.3538,,14,13CXPS
OTU.6054,,14,13CXPS
OTU.3531,,14,13CXPS
OTU.3530,,14,13CXPS
OTU.3533,,14,13CXPS
OTU.3532,,14,13CXPS
OTU.3535,,14,13CXPS
OTU.3534,,14,13CXPS
OTU.3537,,14,13CXPS
OTU.3536,,14,13CXPS
OTU.3027,,14,13CXPS
OTU.3026,,14,13CXPS
OTU.3025,,14,13CXPS
OTU.3024,,14,13CXPS
OTU.3023,,14,13CXPS
OTU.3022,,14,13CXPS
OTU.3021,,14,13CXPS
OTU.3020,,14,13CXPS
OTU.6051,,14,13CXPS
OTU.3029,,14,13CXPS
OTU.3028,,14,13CXPS
OTU.6053,,14,13CXPS
OTU.6052,,14,13CXPS
OTU.902,0.017995626379992524,14,13CXPS
OTU.6059,,14,13CXPS
OTU.6058,,14,13CXPS
OTU.2950,,14,13CXPS
OTU.903,-0.047753044076705775,14,13CXPS
OTU.6006,,14,13CXPS
OTU.2951,,14,13CXPS
OTU.900,-0.009988932631239456,14,13CXPS
OTU.6007,,14,13CXPS
OTU.2778,,14,13CXPS
OTU.2779,,14,13CXPS
OTU.901,,14,13CXPS
OTU.2770,,14,13CXPS
OTU.2771,,14,13CXPS
OTU.2772,-0.021427106904315263,14,13CXPS
OTU.2773,,14,13CXPS
OTU.2774,0.014803702363374915,14,13CXPS
OTU.2775,,14,13CXPS
OTU.2776,,14,13CXPS
OTU.2777,,14,13CXPS
OTU.6004,,14,13CXPS
OTU.1219,0.03248200363466269,14,13CXPS
OTU.906,,14,13CXPS
OTU.1979,,14,13CXPS
OTU.1978,,14,13CXPS
OTU.1977,,14,13CXPS
OTU.1976,,14,13CXPS
OTU.1975,-0.015909882167054468,14,13CXPS
OTU.1974,,14,13CXPS
OTU.1973,,14,13CXPS
OTU.1972,,14,13CXPS
OTU.1971,0.015760659735571947,14,13CXPS
OTU.1970,,14,13CXPS
OTU.5090,0.03540628010097868,14,13CXPS
OTU.5091,,14,13CXPS
OTU.5092,,14,13CXPS
OTU.5093,,14,13CXPS
OTU.5094,-0.01401633289573967,14,13CXPS
OTU.5095,,14,13CXPS
OTU.5096,,14,13CXPS
OTU.5097,,14,13CXPS
OTU.5098,,14,13CXPS
OTU.5099,,14,13CXPS
OTU.6002,,14,13CXPS
OTU.904,-0.0015797633719556448,14,13CXPS
OTU.6003,,14,13CXPS
OTU.905,-0.0073766755716406784,14,13CXPS
OTU.6000,,14,13CXPS
OTU.6001,,14,13CXPS
OTU.4321,,14,13CXPS
OTU.4320,,14,13CXPS
OTU.4323,,14,13CXPS
OTU.4322,-0.0062195787359251575,14,13CXPS
OTU.4325,,14,13CXPS
OTU.4324,,14,13CXPS
OTU.4327,,14,13CXPS
OTU.4326,,14,13CXPS
OTU.4329,,14,13CXPS
OTU.4328,,14,13CXPS
OTU.825,-0.0022188875615130055,14,13CXPS
OTU.824,,14,13CXPS
OTU.1308,0.012705939868095761,14,13CXPS
OTU.1309,0.020264477182558416,14,13CXPS
OTU.1304,-0.02204819023282578,14,13CXPS
OTU.1305,,14,13CXPS
OTU.1306,,14,13CXPS
OTU.1307,-0.03104600991759532,14,13CXPS
OTU.1300,,14,13CXPS
OTU.1301,0.029640236985348123,14,13CXPS
OTU.1302,-0.003171799585454327,14,13CXPS
OTU.1303,,14,13CXPS
OTU.827,-0.0011713172677580985,14,13CXPS
OTU.826,-0.01715683007490365,14,13CXPS
OTU.821,-0.0197982504951959,14,13CXPS
OTU.820,,14,13CXPS
OTU.823,,14,13CXPS
OTU.3232,,14,13CXPS
OTU.3233,,14,13CXPS
OTU.3230,0.0005413222880028545,14,13CXPS
OTU.3231,-0.014835024863465884,14,13CXPS
OTU.3236,,14,13CXPS
OTU.3237,,14,13CXPS
OTU.3234,,14,13CXPS
OTU.3235,,14,13CXPS
OTU.3238,,14,13CXPS
OTU.3239,,14,13CXPS
OTU.2015,-0.0335043021801098,14,13CXPS
OTU.2014,,14,13CXPS
OTU.2017,,14,13CXPS
OTU.2016,,14,13CXPS
OTU.2011,,14,13CXPS
OTU.2010,,14,13CXPS
OTU.2013,-0.003686217928311919,14,13CXPS
OTU.2012,,14,13CXPS
OTU.511,,14,13CXPS
OTU.510,0.010642266776943021,14,13CXPS
OTU.513,-0.017563897981037746,14,13CXPS
OTU.2548,,14,13CXPS
OTU.2019,,14,13CXPS
OTU.2018,,14,13CXPS
OTU.4910,,14,13CXPS
OTU.516,-0.011145732708048195,14,13CXPS
OTU.5388,,14,13CXPS
OTU.3498,,14,13CXPS
OTU.3499,0.008564847783847807,14,13CXPS
OTU.3496,,14,13CXPS
OTU.3497,-0.041174852022858754,14,13CXPS
OTU.3494,,14,13CXPS
OTU.3495,,14,13CXPS
OTU.3492,,14,13CXPS
OTU.3493,-0.006549722215932752,14,13CXPS
OTU.3490,,14,13CXPS
OTU.3491,,14,13CXPS
OTU.1369,-0.003515878039862308,14,13CXPS
OTU.2518,,14,13CXPS
OTU.2519,,14,13CXPS
OTU.1894,-0.04058039537682889,14,13CXPS
OTU.1895,,14,13CXPS
OTU.1896,-0.011255552885520936,14,13CXPS
OTU.1897,0.015711464974786038,14,13CXPS
OTU.1890,,14,13CXPS
OTU.1891,,14,13CXPS
OTU.1892,,14,13CXPS
OTU.1893,-0.013655450826394189,14,13CXPS
OTU.1898,,14,13CXPS
OTU.1899,,14,13CXPS
OTU.6204,-0.013239470443481505,14,13CXPS
OTU.6205,,14,13CXPS
OTU.6206,,14,13CXPS
OTU.6207,,14,13CXPS
OTU.6200,,14,13CXPS
OTU.6201,,14,13CXPS
OTU.6202,,14,13CXPS
OTU.6203,0.004517003711989043,14,13CXPS
OTU.6208,,14,13CXPS
OTU.4428,,14,13CXPS
OTU.775,-0.009163103134645523,14,13CXPS
OTU.774,-0.02915464697721437,14,13CXPS
OTU.777,-0.01894308258803079,14,13CXPS
OTU.4429,,14,13CXPS
OTU.771,,14,13CXPS
OTU.770,0.021961800453309976,14,13CXPS
OTU.773,0.016611610237773577,14,13CXPS
OTU.772,0.018734175876829795,14,13CXPS
OTU.779,,14,13CXPS
OTU.778,,14,13CXPS
OTU.1098,,14,13CXPS
OTU.1099,0.029662560700989715,14,13CXPS
OTU.1094,,14,13CXPS
OTU.1095,0.03807215335846581,14,13CXPS
OTU.1096,,14,13CXPS
OTU.1097,-0.010138316431183458,14,13CXPS
OTU.1090,0.005753953512335874,14,13CXPS
OTU.1091,0.01067414801705402,14,13CXPS
OTU.1092,-0.006345498680876638,14,13CXPS
OTU.1093,-0.014527803789459615,14,13CXPS
OTU.4422,,14,13CXPS
OTU.3829,,14,13CXPS
OTU.3828,,14,13CXPS
OTU.3827,,14,13CXPS
OTU.3826,,14,13CXPS
OTU.3825,,14,13CXPS
OTU.3824,,14,13CXPS
OTU.3823,-0.0011268211085304625,14,13CXPS
OTU.3822,,14,13CXPS
OTU.3821,,14,13CXPS
OTU.3820,,14,13CXPS
OTU.2851,,14,13CXPS
OTU.4421,,14,13CXPS
OTU.2850,0.0178445537097367,14,13CXPS
OTU.4426,,14,13CXPS
OTU.2853,,14,13CXPS
OTU.4427,-0.016982150306507737,14,13CXPS
OTU.2852,,14,13CXPS
OTU.4424,,14,13CXPS
OTU.2855,,14,13CXPS
OTU.4425,,14,13CXPS
OTU.2854,,14,13CXPS
OTU.2857,,14,13CXPS
OTU.5804,,14,13CXPS
OTU.5507,,14,13CXPS
OTU.2734,,14,13CXPS
OTU.2227,,14,13CXPS
OTU.5504,,14,13CXPS
OTU.2225,,14,13CXPS
OTU.2222,,14,13CXPS
OTU.2223,,14,13CXPS
OTU.3250,,14,13CXPS
OTU.2220,0.02894658900910052,14,13CXPS
OTU.3251,,14,13CXPS
OTU.5501,,14,13CXPS
OTU.3252,,14,13CXPS
OTU.6235,,14,13CXPS
OTU.3253,,14,13CXPS
OTU.6234,,14,13CXPS
OTU.3254,,14,13CXPS
OTU.5505,,14,13CXPS
OTU.3255,,14,13CXPS
OTU.6236,,14,13CXPS
OTU.3256,,14,13CXPS
OTU.6231,,14,13CXPS
OTU.3257,,14,13CXPS
OTU.6230,,14,13CXPS
OTU.5508,,14,13CXPS
OTU.5502,,14,13CXPS
OTU.5509,,14,13CXPS
OTU.5503,,14,13CXPS
OTU.5326,,14,13CXPS
OTU.5327,,14,13CXPS
OTU.5324,,14,13CXPS
OTU.5325,,14,13CXPS
OTU.5322,,14,13CXPS
OTU.5323,,14,13CXPS
OTU.5320,,14,13CXPS
OTU.5321,,14,13CXPS
OTU.5328,,14,13CXPS
OTU.5329,,14,13CXPS
OTU.5500,,14,13CXPS
OTU.2406,,14,13CXPS
OTU.6143,,14,13CXPS
OTU.2407,,14,13CXPS
OTU.6142,,14,13CXPS
OTU.6141,,14,13CXPS
OTU.6140,,14,13CXPS
OTU.1537,,14,13CXPS
OTU.1536,0.02506271458394793,14,13CXPS
OTU.1535,0.0007451438125798404,14,13CXPS
OTU.1534,-0.01733096168131465,14,13CXPS
OTU.1533,0.019848857596229452,14,13CXPS
OTU.1532,,14,13CXPS
OTU.1531,,14,13CXPS
OTU.1530,,14,13CXPS
OTU.5278,,14,13CXPS
OTU.1539,-0.020492937244404708,14,13CXPS
OTU.5279,,14,13CXPS
OTU.6147,,14,13CXPS
OTU.3009,,14,13CXPS
OTU.3008,,14,13CXPS
OTU.3559,,14,13CXPS
OTU.3558,,14,13CXPS
OTU.3005,,14,13CXPS
OTU.3004,,14,13CXPS
OTU.3007,,14,13CXPS
OTU.3006,,14,13CXPS
OTU.3553,,14,13CXPS
OTU.3000,,14,13CXPS
OTU.3551,,14,13CXPS
OTU.3550,,14,13CXPS
OTU.5274,,14,13CXPS
OTU.5275,,14,13CXPS
OTU.5276,,14,13CXPS
OTU.6146,,14,13CXPS
OTU.188,-0.010793621207874304,14,13CXPS
OTU.5277,,14,13CXPS
OTU.182,-0.014919256742573994,14,13CXPS
OTU.183,0.0011338496385722152,14,13CXPS
OTU.180,0.0037845485988545757,14,13CXPS
OTU.181,-0.010871146135241316,14,13CXPS
OTU.186,0.0006059040005641503,14,13CXPS
OTU.187,0.0161926503612404,14,13CXPS
OTU.184,0.02876982068613687,14,13CXPS
OTU.185,0.0014467733654215387,14,13CXPS
OTU.5272,,14,13CXPS
OTU.2400,-0.022574485489099017,14,13CXPS
OTU.5273,,14,13CXPS
OTU.6145,0.010498551884929208,14,13CXPS
OTU.907,,14,13CXPS
OTU.982,,14,13CXPS
OTU.983,-0.010166046853948396,14,13CXPS
OTU.980,0.017461891204378688,14,13CXPS
OTU.981,0.018288628063557688,14,13CXPS
OTU.986,,14,13CXPS
OTU.987,,14,13CXPS
OTU.984,0.0015115878824829565,14,13CXPS
OTU.985,,14,13CXPS
OTU.6144,,14,13CXPS
OTU.989,-4.58473232878287e-05,14,13CXPS
OTU.5836,,14,13CXPS
OTU.2200,,14,13CXPS
OTU.2201,,14,13CXPS
OTU.2202,,14,13CXPS
OTU.2203,,14,13CXPS
OTU.2204,,14,13CXPS
OTU.2205,0.006143669505142224,14,13CXPS
OTU.2206,-0.0026894390222542697,14,13CXPS
OTU.2207,0.008653699977610563,14,13CXPS
OTU.2208,,14,13CXPS
OTU.2209,,14,13CXPS
OTU.2754,,14,13CXPS
OTU.2755,,14,13CXPS
OTU.2752,,14,13CXPS
OTU.2753,,14,13CXPS
OTU.2750,,14,13CXPS
OTU.2751,,14,13CXPS
OTU.1955,,14,13CXPS
OTU.1954,0.014184779886101229,14,13CXPS
OTU.1957,-0.000376003494098498,14,13CXPS
OTU.1956,0.010895778994450822,14,13CXPS
OTU.1951,,14,13CXPS
OTU.1950,,14,13CXPS
OTU.1953,,14,13CXPS
OTU.1952,,14,13CXPS
OTU.1959,,14,13CXPS
OTU.1958,0.02797895904017178,14,13CXPS
OTU.6020,,14,13CXPS
OTU.6021,,14,13CXPS
OTU.4691,,14,13CXPS
OTU.4690,,14,13CXPS
OTU.4693,,14,13CXPS
OTU.4692,-0.005805836201175696,14,13CXPS
OTU.4695,,14,13CXPS
OTU.4694,,14,13CXPS
OTU.4697,,14,13CXPS
OTU.4696,,14,13CXPS
OTU.4699,,14,13CXPS
OTU.4698,,14,13CXPS
OTU.4347,-0.022082326409458286,14,13CXPS
OTU.4346,,14,13CXPS
OTU.4345,,14,13CXPS
OTU.4344,,14,13CXPS
OTU.4343,,14,13CXPS
OTU.4342,,14,13CXPS
OTU.4341,,14,13CXPS
OTU.4340,,14,13CXPS
OTU.4349,,14,13CXPS
OTU.4348,,14,13CXPS
OTU.6026,,14,13CXPS
OTU.2935,,14,13CXPS
OTU.1322,,14,13CXPS
OTU.4203,,14,13CXPS
OTU.4200,,14,13CXPS
OTU.1321,0.014309139084174527,14,13CXPS
OTU.1326,0.0011511404918356227,14,13CXPS
OTU.1327,,14,13CXPS
OTU.1324,,14,13CXPS
OTU.1325,,14,13CXPS
OTU.1328,,14,13CXPS
OTU.1329,,14,13CXPS
OTU.6028,,14,13CXPS
OTU.6029,,14,13CXPS
OTU.2989,,14,13CXPS
OTU.2988,,14,13CXPS
OTU.2983,,14,13CXPS
OTU.2982,,14,13CXPS
OTU.2981,,14,13CXPS
OTU.2980,,14,13CXPS
OTU.2987,,14,13CXPS
OTU.2986,,14,13CXPS
OTU.2985,,14,13CXPS
OTU.2984,,14,13CXPS
OTU.808,,14,13CXPS
OTU.4974,,14,13CXPS
OTU.4975,,14,13CXPS
OTU.4976,,14,13CXPS
OTU.4977,,14,13CXPS
OTU.4970,,14,13CXPS
OTU.4971,,14,13CXPS
OTU.4972,,14,13CXPS
OTU.4973,-0.010217737910455327,14,13CXPS
OTU.4978,,14,13CXPS
OTU.4979,,14,13CXPS
OTU.869,0.029414971538425316,14,13CXPS
OTU.5443,,14,13CXPS
OTU.868,0.0071543897105053045,14,13CXPS
OTU.84,-0.015858813260352322,14,13CXPS
OTU.2076,,14,13CXPS
OTU.5765,,14,13CXPS
OTU.5442,,14,13CXPS
OTU.863,0.004190086582632757,14,13CXPS
OTU.6194,,14,13CXPS
OTU.6195,,14,13CXPS
OTU.5441,,14,13CXPS
OTU.6197,,14,13CXPS
OTU.6190,,14,13CXPS
OTU.6191,0.013001991498058585,14,13CXPS
OTU.6192,,14,13CXPS
OTU.6193,,14,13CXPS
OTU.6198,,14,13CXPS
OTU.6199,,14,13CXPS
OTU.2569,,14,13CXPS
OTU.2568,,14,13CXPS
OTU.571,,14,13CXPS
OTU.570,,14,13CXPS
OTU.577,-0.017618711009047328,14,13CXPS
OTU.576,-0.006971476102213714,14,13CXPS
OTU.575,,14,13CXPS
OTU.574,0.012225510604817247,14,13CXPS
OTU.2561,-0.0018999766930070106,14,13CXPS
OTU.2560,,14,13CXPS
OTU.2563,,14,13CXPS
OTU.2562,,14,13CXPS
OTU.2565,,14,13CXPS
OTU.2564,,14,13CXPS
OTU.2567,,14,13CXPS
OTU.2566,,14,13CXPS
OTU.5440,,14,13CXPS
OTU.2938,,14,13CXPS
OTU.3618,,14,13CXPS
OTU.3619,,14,13CXPS
OTU.6228,,14,13CXPS
OTU.6229,,14,13CXPS
OTU.3610,0.03400434557049059,14,13CXPS
OTU.3611,,14,13CXPS
OTU.3612,,14,13CXPS
OTU.3613,,14,13CXPS
OTU.3614,,14,13CXPS
OTU.3615,,14,13CXPS
OTU.3616,-0.01163479056898975,14,13CXPS
OTU.3617,,14,13CXPS
OTU.2699,,14,13CXPS
OTU.2698,,14,13CXPS
OTU.2697,0.005388706657916353,14,13CXPS
OTU.2696,,14,13CXPS
OTU.2695,,14,13CXPS
OTU.2694,0.04458844543569773,14,13CXPS
OTU.2693,,14,13CXPS
OTU.2692,,14,13CXPS
OTU.2691,,14,13CXPS
OTU.2690,,14,13CXPS
OTU.4592,0.02948113227329463,14,13CXPS
OTU.4593,,14,13CXPS
OTU.4590,,14,13CXPS
OTU.4591,,14,13CXPS
OTU.4596,,14,13CXPS
OTU.4597,,14,13CXPS
OTU.4594,,14,13CXPS
OTU.4595,,14,13CXPS
OTU.4598,,14,13CXPS
OTU.4599,,14,13CXPS
OTU.3805,,14,13CXPS
OTU.3804,,14,13CXPS
OTU.3807,,14,13CXPS
OTU.3806,,14,13CXPS
OTU.3801,,14,13CXPS
OTU.3800,,14,13CXPS
OTU.3803,,14,13CXPS
OTU.3802,,14,13CXPS
OTU.5445,,14,13CXPS
OTU.3809,,14,13CXPS
OTU.3808,,14,13CXPS
OTU.2529,,14,13CXPS
OTU.2543,,14,13CXPS
OTU.4868,,14,13CXPS
OTU.5444,,14,13CXPS
OTU.2542,,14,13CXPS
OTU.465,0.020199957667415225,14,13CXPS
OTU.464,0.023317513110236332,14,13CXPS
OTU.467,0.0025384108328523336,14,13CXPS
OTU.5759,,14,13CXPS
OTU.5758,,14,13CXPS
OTU.2446,-0.014671209293688703,14,13CXPS
OTU.5753,,14,13CXPS
OTU.4866,,14,13CXPS
OTU.5751,,14,13CXPS
OTU.5750,,14,13CXPS
OTU.5757,,14,13CXPS
OTU.5756,,14,13CXPS
OTU.5755,,14,13CXPS
OTU.4867,,14,13CXPS
OTU.463,-0.005114650144722566,14,13CXPS
OTU.4865,,14,13CXPS
OTU.1920,,14,13CXPS
OTU.2447,,14,13CXPS
OTU.1921,,14,13CXPS
OTU.4730,,14,13CXPS
OTU.4731,,14,13CXPS
OTU.4736,-0.018312717772275944,14,13CXPS
OTU.4737,,14,13CXPS
OTU.1926,0.008761691470054345,14,13CXPS
OTU.4735,,14,13CXPS
OTU.5348,,14,13CXPS
OTU.5349,,14,13CXPS
OTU.5344,,14,13CXPS
OTU.5345,-0.005735385038960539,14,13CXPS
OTU.5346,,14,13CXPS
OTU.5347,,14,13CXPS
OTU.5340,,14,13CXPS
OTU.5341,,14,13CXPS
OTU.5342,,14,13CXPS
OTU.5343,,14,13CXPS
OTU.2544,,14,13CXPS
OTU.3445,,14,13CXPS
OTU.3444,,14,13CXPS
OTU.3447,,14,13CXPS
OTU.3446,-0.0034433634367456722,14,13CXPS
OTU.3441,,14,13CXPS
OTU.2448,,14,13CXPS
OTU.3440,,14,13CXPS
OTU.3443,,14,13CXPS
OTU.3442,,14,13CXPS
OTU.2449,,14,13CXPS
OTU.5968,,14,13CXPS
OTU.5969,,14,13CXPS
OTU.5960,,14,13CXPS
OTU.5961,,14,13CXPS
OTU.5962,,14,13CXPS
OTU.5963,,14,13CXPS
OTU.5964,,14,13CXPS
OTU.5965,,14,13CXPS
OTU.5966,,14,13CXPS
OTU.5967,,14,13CXPS
OTU.6220,,14,13CXPS
OTU.1519,-0.022706688443120404,14,13CXPS
OTU.1518,-0.02677427964566914,14,13CXPS
OTU.1515,-0.01888872560012067,14,13CXPS
OTU.1514,,14,13CXPS
OTU.1517,,14,13CXPS
OTU.1516,,14,13CXPS
OTU.1511,0.014662227498158709,14,13CXPS
OTU.1510,,14,13CXPS
OTU.1513,0.006100229283503511,14,13CXPS
OTU.1512,,14,13CXPS
OTU.6221,,14,13CXPS
OTU.3575,,14,13CXPS
OTU.3574,,14,13CXPS
OTU.3577,,14,13CXPS
OTU.3576,,14,13CXPS
OTU.3571,,14,13CXPS
OTU.3570,,14,13CXPS
OTU.3573,,14,13CXPS
OTU.3572,,14,13CXPS
OTU.3579,,14,13CXPS
OTU.3578,,14,13CXPS
OTU.5528,,14,13CXPS
OTU.5529,,14,13CXPS
OTU.968,-0.031661419623757014,14,13CXPS
OTU.969,-0.0012237038880229534,14,13CXPS
OTU.964,-0.006667854661442929,14,13CXPS
OTU.965,,14,13CXPS
OTU.966,,14,13CXPS
OTU.967,,14,13CXPS
OTU.960,0.012081235345805741,14,13CXPS
OTU.961,-0.006122174302318761,14,13CXPS
OTU.962,-0.02294737054249474,14,13CXPS
OTU.963,-0.0004101281095763021,14,13CXPS
OTU.5506,,14,13CXPS
OTU.2735,,14,13CXPS
OTU.2736,,14,13CXPS
OTU.2737,,14,13CXPS
OTU.2730,,14,13CXPS
OTU.2731,,14,13CXPS
OTU.2732,0.023814836523622818,14,13CXPS
OTU.2733,0.0065541142777851835,14,13CXPS
OTU.2738,,14,13CXPS
OTU.2739,,14,13CXPS
OTU.2228,,14,13CXPS
OTU.2229,0.022108042478670153,14,13CXPS
OTU.2427,,14,13CXPS
OTU.4742,,14,13CXPS
OTU.4369,,14,13CXPS
OTU.4368,,14,13CXPS
OTU.4365,,14,13CXPS
OTU.4364,,14,13CXPS
OTU.4367,,14,13CXPS
OTU.4366,,14,13CXPS
OTU.4361,,14,13CXPS
OTU.4360,,14,13CXPS
OTU.4363,,14,13CXPS
OTU.4362,,14,13CXPS
OTU.5281,,14,13CXPS
OTU.5280,,14,13CXPS
OTU.5283,,14,13CXPS
OTU.5282,,14,13CXPS
OTU.5285,,14,13CXPS
OTU.5284,0.017918727314013116,14,13CXPS
OTU.5287,,14,13CXPS
OTU.5286,,14,13CXPS
OTU.5289,,14,13CXPS
OTU.5288,,14,13CXPS
OTU.1038,,14,13CXPS
OTU.1292,,14,13CXPS
OTU.1039,,14,13CXPS
OTU.2701,,14,13CXPS
OTU.1032,,14,13CXPS
OTU.1033,,14,13CXPS
OTU.1030,,14,13CXPS
OTU.1031,0.014572693698875483,14,13CXPS
OTU.1036,0.017040516960084462,14,13CXPS
OTU.1037,,14,13CXPS
OTU.1708,,14,13CXPS
OTU.1709,0.008119346664582583,14,13CXPS
OTU.4958,,14,13CXPS
OTU.4959,,14,13CXPS
OTU.559,-0.020037598582237637,14,13CXPS
OTU.558,0.005620748422526134,14,13CXPS
OTU.229,-0.01545028390674319,14,13CXPS
OTU.228,-0.005908781050398604,14,13CXPS
OTU.4952,,14,13CXPS
OTU.1701,0.0008844439444646301,14,13CXPS
OTU.225,0.009483972812132757,14,13CXPS
OTU.556,0.004682599054750547,14,13CXPS
OTU.1704,,14,13CXPS
OTU.222,0.002043898603207861,14,13CXPS
OTU.553,-0.02050236044810183,14,13CXPS
OTU.220,-0.002525668106680534,14,13CXPS
OTU.1850,,14,13CXPS
OTU.1851,,14,13CXPS
OTU.1852,,14,13CXPS
OTU.1853,,14,13CXPS
OTU.1854,0.01273092787652974,14,13CXPS
OTU.1855,0.0007341444833472988,14,13CXPS
OTU.1856,-0.022859202364106768,14,13CXPS
OTU.1857,,14,13CXPS
OTU.1858,-0.005061341760075555,14,13CXPS
OTU.1859,,14,13CXPS
OTU.1848,0.022424399742952517,14,13CXPS
OTU.3638,,14,13CXPS
OTU.3639,,14,13CXPS
OTU.3636,,14,13CXPS
OTU.3637,,14,13CXPS
OTU.3634,,14,13CXPS
OTU.3635,,14,13CXPS
OTU.3632,,14,13CXPS
OTU.3633,,14,13CXPS
OTU.3630,0.006391571082571046,14,13CXPS
OTU.3631,,14,13CXPS
OTU.5476,,14,13CXPS
OTU.5477,,14,13CXPS
OTU.5474,,14,13CXPS
OTU.5475,,14,13CXPS
OTU.5472,,14,13CXPS
OTU.5473,,14,13CXPS
OTU.2507,,14,13CXPS
OTU.5470,,14,13CXPS
OTU.5471,,14,13CXPS
OTU.2506,-0.041174852022858754,14,13CXPS
OTU.5478,,14,13CXPS
OTU.5972,,14,13CXPS
OTU.5479,,14,13CXPS
OTU.2505,,14,13CXPS
OTU.5975,,14,13CXPS
OTU.4918,,14,13CXPS
OTU.2504,,14,13CXPS
OTU.5771,,14,13CXPS
OTU.5770,,14,13CXPS
OTU.5773,,14,13CXPS
OTU.5772,-0.006449319783402796,14,13CXPS
OTU.5775,,14,13CXPS
OTU.5774,,14,13CXPS
OTU.5777,,14,13CXPS
OTU.5776,,14,13CXPS
OTU.5779,,14,13CXPS
OTU.5778,,14,13CXPS
OTU.4877,,14,13CXPS
OTU.1464,,14,13CXPS
OTU.2501,,14,13CXPS
OTU.2468,,14,13CXPS
OTU.5362,,14,13CXPS
OTU.2883,,14,13CXPS
OTU.2880,,14,13CXPS
OTU.2881,,14,13CXPS
OTU.4914,,14,13CXPS
OTU.2887,,14,13CXPS
OTU.2884,,14,13CXPS
OTU.2885,0.009830457402380866,14,13CXPS
OTU.5368,,14,13CXPS
OTU.2889,,14,13CXPS
OTU.2469,,14,13CXPS
OTU.4009,,14,13CXPS
OTU.4819,,14,13CXPS
OTU.1289,-0.01685885502488249,14,13CXPS
OTU.1288,-0.0021464578404626344,14,13CXPS
OTU.1285,,14,13CXPS
OTU.1284,,14,13CXPS
OTU.1287,,14,13CXPS
OTU.1286,-0.021257081838418568,14,13CXPS
OTU.1281,,14,13CXPS
OTU.1280,0.0015037412743910128,14,13CXPS
OTU.1283,,14,13CXPS
OTU.1282,-0.007837616098635536,14,13CXPS
OTU.5784,,14,13CXPS
OTU.5785,0.029397819468493847,14,13CXPS
OTU.4818,,14,13CXPS
OTU.5786,,14,13CXPS
OTU.5787,,14,13CXPS
OTU.5948,,14,13CXPS
OTU.5949,,14,13CXPS
OTU.5946,,14,13CXPS
OTU.5780,,14,13CXPS
OTU.5944,-0.002059640641931315,14,13CXPS
OTU.5945,,14,13CXPS
OTU.5942,,14,13CXPS
OTU.5943,,14,13CXPS
OTU.5940,,14,13CXPS
OTU.5781,,14,13CXPS
OTU.5782,,14,13CXPS
OTU.1359,,14,13CXPS
OTU.5783,,14,13CXPS
OTU.4013,,14,13CXPS
OTU.4012,,14,13CXPS
OTU.4011,,14,13CXPS
OTU.4010,,14,13CXPS
OTU.4017,,14,13CXPS
OTU.4016,,14,13CXPS
OTU.4015,,14,13CXPS
OTU.4014,,14,13CXPS
OTU.4019,,14,13CXPS
OTU.4018,,14,13CXPS
OTU.1358,,14,13CXPS
OTU.1771,0.003687060997660252,14,13CXPS
OTU.1770,,14,13CXPS
OTU.946,,14,13CXPS
OTU.947,,14,13CXPS
OTU.944,0.04402457183532049,14,13CXPS
OTU.945,0.013033421741980522,14,13CXPS
OTU.942,-0.029053901926467063,14,13CXPS
OTU.943,,14,13CXPS
OTU.940,-0.003601571828361516,14,13CXPS
OTU.941,-0.00769672610387917,14,13CXPS
OTU.948,,14,13CXPS
OTU.949,,14,13CXPS
OTU.4813,,14,13CXPS
OTU.1773,,14,13CXPS
OTU.4812,,14,13CXPS
OTU.1772,,14,13CXPS
OTU.2718,,14,13CXPS
OTU.2719,-0.04217320092725507,14,13CXPS
OTU.2248,,14,13CXPS
OTU.2249,,14,13CXPS
OTU.2712,,14,13CXPS
OTU.2713,-0.008065990711377813,14,13CXPS
OTU.2246,,14,13CXPS
OTU.2247,,14,13CXPS
OTU.2716,,14,13CXPS
OTU.5561,,14,13CXPS
OTU.5562,,14,13CXPS
OTU.5563,,14,13CXPS
OTU.4810,,14,13CXPS
OTU.4817,,14,13CXPS
OTU.4816,,14,13CXPS
OTU.4423,,14,13CXPS
OTU.4815,,14,13CXPS
OTU.4420,,14,13CXPS
OTU.4814,,14,13CXPS
OTU.4383,,14,13CXPS
OTU.4382,,14,13CXPS
OTU.4381,,14,13CXPS
OTU.4380,,14,13CXPS
OTU.4387,,14,13CXPS
OTU.4386,,14,13CXPS
OTU.4385,,14,13CXPS
OTU.4384,,14,13CXPS
