"Day","Treatment","OTU","log2FoldChange","lfcSE","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","Rank8","p","Experiment","sparsity","padj"
7,"13CCPS","OTU.360",-0.497982144312661,0.577815864711233,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter",NA,NA,0.993797755558342,"13CCPS",0.764705882352941,1
7,"13CCPS","OTU.1364",-1.4056918596206,0.863245436828518,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter",NA,NA,0.996786620889981,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.275",-1.56638191429546,0.710715349502022,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter","uncultured_bacterium",NA,0.999796985092258,"13CCPS",0.529411764705882,1
7,"13CCPS","OTU.4614",-1.29677436592185,0.662908767454687,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter","uncultured_bacterium",NA,0.999643385287407,"13CCPS",0.588235294117647,1
7,"13CCPS","OTU.91",-1.08154077088082,0.564293567183601,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter","uncultured_bacterium",NA,0.999837481165569,"13CCPS",0.823529411764706,1
7,"13CCPS","OTU.1535",-0.145615590455262,0.836865399971588,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter","uncultured_bacterium",NA,0.904116327495471,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.99",-0.741883865468033,0.531212241878778,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter",NA,NA,0.999260899195362,"13CCPS",0.823529411764706,1
7,"13CCPS","OTU.145",-2.51658702148411,0.902859835382798,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured","uncultured_bacterium",NA,0.999937478141842,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.697",-1.17702911807413,0.88295702469727,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured",NA,NA,0.991921776590101,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.2338",-1.77133324599396,0.855439594035277,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavihumibacter",NA,NA,0.999257175314707,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.127",-1.36457078996067,0.839798291172292,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Solitalea",NA,NA,0.997041045345242,"13CCPS",0.529411764705882,1
7,"13CCPS","OTU.147",-1.60704513595636,0.656990765762288,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","uncultured_bacterium",NA,0.999949294145832,"13CCPS",0.588235294117647,1
7,"13CCPS","OTU.4427",0.0905076574781814,0.776043247926577,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,NA,0.865075628096192,"13CCPS",0.529411764705882,1
7,"13CCPS","OTU.419",-0.378802103182123,0.641281337949517,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured","uncultured_bacterium",NA,0.980638495099759,"13CCPS",0.764705882352941,1
7,"13CCPS","OTU.220",-1.62114016338316,0.765116258988252,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured",NA,NA,0.999605003619168,"13CCPS",0.588235294117647,1
7,"13CCPS","OTU.5980",-0.753501359575529,0.603707714344402,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured","uncultured_bacterium",NA,0.997572007821308,"13CCPS",0.705882352941177,1
7,"13CCPS","OTU.430",-0.510449469726362,0.806908824522441,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured","uncultured_bacterium",NA,0.964538353016842,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.72",-0.758522745210724,0.45313885373471,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured","uncultured_bacterium",NA,0.999916177485405,"13CCPS",0.882352941176471,1
7,"13CCPS","OTU.60",-1.71286891294179,0.660136645689869,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured_Bacteroidetes_bacterium",NA,0.99997198919745,"13CCPS",0.705882352941177,1
7,"13CCPS","OTU.159",0.344589397514429,0.455916636504965,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured_bacterium",NA,0.906729935766414,"13CCPS",1,1
7,"13CCPS","OTU.131",-0.932057592314414,0.691415558068894,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,NA,0.996710252189786,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.3540",0.401717507131727,0.59843473541638,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured_bacterium",NA,0.818813008402691,"13CCPS",0.764705882352941,1
7,"13CCPS","OTU.1274",-0.894962123613185,0.744574986802607,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,NA,0.993311622292108,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.107",0.557911327665477,0.46089499170858,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,NA,0.800601986516505,"13CCPS",0.882352941176471,1
7,"13CCPS","OTU.2379",1.10134324838448,0.583608647973888,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured_bacterium",NA,0.395580841857749,"13CCPS",0.882352941176471,1
7,"13CCPS","OTU.14",-0.200833413141407,0.435394315173817,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured_bacterium",NA,0.995803703798244,"13CCPS",1,1
7,"13CCPS","OTU.6203",1.44331265278146,0.488642106615638,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,NA,0.154790332167289,"13CCPS",1,1
7,"13CCPS","OTU.95",-1.49530339702606,0.503891313564582,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Adhaeribacter",NA,NA,0.999999371684572,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.208",-0.143792431416318,0.831569312411133,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Pontibacter","uncultured_bacterium",NA,0.905153838265727,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.338",-0.723505161895283,0.6377615747108,"Bacteria","Candidate_division_WS3","uncultured_bacterium",NA,NA,NA,NA,NA,0.995590802708225,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.873",0.401725815763066,0.796243926712278,"Bacteria","Candidate_division_WS3","uncultured_bacterium",NA,NA,NA,NA,NA,0.753189079820029,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.305",-0.361522572433066,0.765253565249494,"Bacteria","Candidate_division_WS3","uncultured_bacterium",NA,NA,NA,NA,NA,0.956335791904542,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.294",-1.54219744120806,0.776972521416728,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Nitrospinaceae","uncultured","uncultured_bacterium",NA,0.999321063436242,"13CCPS",0.588235294117647,1
7,"13CCPS","OTU.648",-0.497132215231114,0.796524166247537,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Nitrospinaceae","uncultured","uncultured_bacterium",NA,0.965068225350903,"13CCPS",0.529411764705882,1
7,"13CCPS","OTU.650",0.603066194659885,0.774133676978388,"Bacteria","Planctomycetes","OM190","uncultured_bacterium",NA,NA,NA,NA,0.671488386959352,"13CCPS",0.588235294117647,1
7,"13CCPS","OTU.476",0.718082206043327,0.713557511228447,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",NA,NA,0.62571855175632,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.408",2.27742916874365,0.70004770754664,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",NA,NA,0.0286663334174336,"13CCPS",0.647058823529412,0.558993501639955
7,"13CCPS","OTU.767",0.705953618046319,0.681465888022346,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula","uncultured_bacterium",NA,0.638115943063198,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.1135",-0.374212280865114,0.746706734790412,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula","uncultured_bacterium",NA,0.961563156839221,"13CCPS",0.588235294117647,1
7,"13CCPS","OTU.351",0.125648754336141,0.710302808687589,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",NA,NA,0.876171938288505,"13CCPS",0.705882352941177,1
7,"13CCPS","OTU.217",-1.17748217871428,0.568723972411004,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula","uncultured_bacterium",NA,0.999906208235303,"13CCPS",0.705882352941177,1
7,"13CCPS","OTU.356",0.524474183814422,0.657921733090802,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula","uncultured_bacterium",NA,0.739534954921884,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.1046",0.221705600248444,0.825073501421303,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage","uncultured_bacterium",NA,0.810252393489754,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.256",0.202354455507198,0.467542988984648,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage","uncultured_planctomycete",NA,0.944336327913374,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.5670",1.52400730620122,0.827145666392971,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage","uncultured_bacterium",NA,0.242642524635783,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.619",0.1871784757284,0.74654672886018,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured",NA,NA,0.845546165135367,"13CCPS",0.529411764705882,1
7,"13CCPS","OTU.499",-0.410663023460372,0.797396585937953,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured","uncultured_bacterium",NA,0.955657134346303,"13CCPS",0.529411764705882,1
7,"13CCPS","OTU.427",1.51242674196375,0.821737523739177,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured","uncultured_bacterium",NA,0.245623309963886,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.586",0.50108165874517,0.869335509138453,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured","uncultured_bacterium",NA,0.695924354585478,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.554",0.855262798526827,0.824334896535685,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata","uncultured_bacterium",NA,0.544210249484967,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.721",0.625221759250298,0.792096161901786,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured","uncultured_bacterium",NA,0.657623817527732,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.410",0.370956220545099,0.592665608260394,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Zavarzinella","uncultured_bacterium",NA,0.834380309647416,"13CCPS",0.705882352941177,1
7,"13CCPS","OTU.425",0.0654344132643998,0.725586775271831,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Zavarzinella","uncultured_bacterium",NA,0.887759104127112,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.814",-0.0828044800667578,0.775175603954584,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata","uncultured_bacterium",NA,0.907947922464325,"13CCPS",0.529411764705882,1
7,"13CCPS","OTU.313",0.126189072481548,0.589591914963194,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata","uncultured_bacterium",NA,0.91801344041697,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.780",-0.479924919243966,0.732011891547693,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata",NA,NA,0.974355225456859,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.2353",0.24566300219885,0.851791411169995,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata","uncultured_bacterium",NA,0.794784369358694,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.1154",-0.166464438983772,0.828704978759544,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata","uncultured_bacterium",NA,0.910425719211093,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.117",0.561348654816317,0.445004331898234,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata","uncultured_bacterium",NA,0.806804127095208,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.455",0.579905182123736,0.628963306225595,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae",NA,NA,NA,0.720166515780749,"13CCPS",0.823529411764706,1
7,"13CCPS","OTU.5580",0.3783095649532,0.763494438072613,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA,NA,0.771741137339627,"13CCPS",0.529411764705882,1
7,"13CCPS","OTU.4617",0.0377823243207621,0.734507485565443,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured",NA,NA,0.892066147780776,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.547",0.582333975913684,0.77293731950543,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera","uncultured_bacterium",NA,0.681371234352905,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.809",0.21845173638659,0.860100558073181,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured",NA,NA,0.801452330127853,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.453",-0.299678333960131,0.688072372901793,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata","uncultured_bacterium",NA,0.964972470177959,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.552",0.135580964189366,0.73945413039585,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces","uncultured_planctomycete",NA,0.863691165202934,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.363",0.946540871333166,0.757428164236442,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces","uncultured_bacterium",NA,0.500137682744071,"13CCPS",0.588235294117647,1
7,"13CCPS","OTU.364",0.275648175652844,0.727756166807713,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces","uncultured_bacterium",NA,0.821794089189164,"13CCPS",0.588235294117647,1
7,"13CCPS","OTU.150",0.916414831492642,0.60529219755097,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces","uncultured_bacterium",NA,0.520019662454806,"13CCPS",0.764705882352941,1
7,"13CCPS","OTU.204",1.25353050469493,0.623465316373974,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces","Planctomyces_sp._Io1-3",NA,0.311369142785656,"13CCPS",0.764705882352941,1
7,"13CCPS","OTU.468",-0.418733296194837,0.784782006102671,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured","uncultured_bacterium",NA,0.959072155679517,"13CCPS",0.529411764705882,1
7,"13CCPS","OTU.553",0.305167394884751,0.756050803264303,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587","uncultured_bacterium",NA,0.801966513715541,"13CCPS",0.588235294117647,1
7,"13CCPS","OTU.653",1.38934235141749,0.729947302445497,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.272170045871885,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.414",-0.343531339281662,0.814065476594321,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.943522391379945,"13CCPS",0.529411764705882,1
7,"13CCPS","OTU.1100",0.172181899762323,0.854045508726553,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.817796941430808,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.467",1.00039375332281,0.643987962551886,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.466839045579612,"13CCPS",0.588235294117647,1
7,"13CCPS","OTU.861",-0.0530356681811644,0.841704214288231,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.882558330179758,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.522",0.422198497577236,0.680199847432206,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.77972046383387,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.354",0.454929196897829,0.447955849723988,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.863906311228695,"13CCPS",0.882352941176471,1
7,"13CCPS","OTU.597",0.950030900365307,0.831390847624289,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.498450750189468,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.359",1.88971154893474,0.616440050555574,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.0630573678201662,"13CCPS",0.705882352941177,0.955659542441908
7,"13CCPS","OTU.510",1.03461090459163,0.61154590613967,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.442914215038048,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.466",1.81165796835163,0.592375563738746,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.0721479666849495,"13CCPS",0.705882352941177,1
7,"13CCPS","OTU.341",-0.847652818783797,0.829865401201853,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA,NA,0.984704193584619,"13CCPS",0.529411764705882,1
7,"13CCPS","OTU.47",-1.10090698692788,0.478382731674513,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured_bacterium",NA,0.999990675603071,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.173",0.12872940493966,0.668790183889903,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured_bacterium",NA,0.889375377951714,"13CCPS",0.705882352941177,1
7,"13CCPS","OTU.124",1.2807164873695,0.283823925850058,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.119700827860731,"13CCPS",1,1
7,"13CCPS","OTU.111",0.520344056330271,0.358228351841435,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.883068107725128,"13CCPS",1,1
7,"13CCPS","OTU.211",0.704482377965198,0.410505203021445,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.722504148704442,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.540",1.06596255259661,0.290420413386048,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.340791957985043,"13CCPS",1,1
7,"13CCPS","OTU.3988",0.529573473754587,0.467459518872875,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.813949640780659,"13CCPS",0.882352941176471,1
7,"13CCPS","OTU.1503",0.968707976036049,0.490813092406096,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.482200535854224,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.108",0.205074141195167,0.401101363517198,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.967787598355638,"13CCPS",1,1
7,"13CCPS","OTU.2013",0.758047821480962,0.329337288242035,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.716723073331547,"13CCPS",1,1
7,"13CCPS","OTU.439",-0.175888884427688,0.663195335777596,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.954758122873495,"13CCPS",0.647058823529412,1
7,"13CCPS","OTU.118",0.938747116390158,0.282514703985564,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.511373240957921,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.328",1.16567318507939,0.417464136380326,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.300039559599339,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.168",-0.344272036814287,0.470470859220176,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.996967232167283,"13CCPS",0.882352941176471,1
7,"13CCPS","OTU.178",1.47510797484173,0.453419276741088,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.121977252539252,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.3231",0.680869576821415,0.630459056263816,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.663417430987213,"13CCPS",0.764705882352941,1
7,"13CCPS","OTU.332",0.698179382262444,0.522101734543953,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.683032717417835,"13CCPS",0.823529411764706,1
7,"13CCPS","OTU.790",1.04064398530554,0.81206683087805,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.454000990228857,"13CCPS",0.588235294117647,1
7,"13CCPS","OTU.4973",0.375642665731298,0.586604831719503,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.834889826088721,"13CCPS",0.764705882352941,1
7,"13CCPS","OTU.5706",1.27886207074675,0.547218964219134,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.271987379596606,"13CCPS",0.823529411764706,1
7,"13CCPS","OTU.253",1.17760758049838,0.467139405265783,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.31062403321847,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.146",0.0811038802107943,0.386774100142455,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.987397728199514,"13CCPS",1,1
7,"13CCPS","OTU.128",0.0612196269947809,0.438790785089556,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.978216571354858,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.3616",-0.176781206108976,0.393754087887679,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.99783808058748,"13CCPS",1,1
7,"13CCPS","OTU.5953",0.208065185972162,0.461752640906806,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.945184579002981,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.5978",0.0475163920378467,0.298718687513373,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.998695813564472,"13CCPS",1,1
7,"13CCPS","OTU.36",-0.358797070259631,0.329892699167036,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.999962154383988,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.298",-0.125357009498966,0.587726623323066,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.965942727504982,"13CCPS",0.764705882352941,1
7,"13CCPS","OTU.1800",0.516924516967292,0.356407490258916,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.886118474112469,"13CCPS",1,1
7,"13CCPS","OTU.536",0.210438774351491,0.316182094037979,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.99006840636582,"13CCPS",1,1
7,"13CCPS","OTU.413",0.180943453039169,0.396802887233899,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.973201147435523,"13CCPS",0.882352941176471,1
7,"13CCPS","OTU.44",0.582767429602787,0.281462232715829,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.90205846231432,"13CCPS",1,1
7,"13CCPS","OTU.377",0.378581459314628,0.814740123943075,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.757231832426086,"13CCPS",0.470588235294118,1
7,"13CCPS","OTU.52",0.0610929189992331,0.274614505034773,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.999370757887708,"13CCPS",1,1
7,"13CCPS","OTU.1395",0.692800743920061,0.55959716953941,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.675049839620008,"13CCPS",0.882352941176471,1
7,"13CCPS","OTU.55",-0.132353437363912,0.24585330122852,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.999994317577051,"13CCPS",1,1
7,"13CCPS","OTU.1066",-0.318723547123626,0.859048271022248,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.929647662544164,"13CCPS",0.529411764705882,1
7,"13CCPS","OTU.2972",-0.766100345974261,0.600049367932426,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.997845465988278,"13CCPS",0.882352941176471,1
7,"13CCPS","OTU.1371",0.279381874799241,0.329924842035473,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.97846068305539,"13CCPS",1,1
7,"13CCPS","OTU.189",0.453613124018617,0.401681541715239,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.890241100455914,"13CCPS",0.882352941176471,1
7,"13CCPS","OTU.4283",0.387049375253115,0.336110720442856,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.952081761995493,"13CCPS",0.941176470588235,1
7,"13CCPS","OTU.949",0.0966746761220716,0.826406145636878,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.848190687835555,"13CCPS",0.529411764705882,1
