"Day","Treatment","OTU","log2FoldChange","lfcSE","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","Rank8","p","Experiment","sparsity","padj"
3,"13CCPS","OTU.79",1.04828817049365,0.459111792269299,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Flexibacter","uncultured_bacterium",NA,0.412527400013723,"13CCPS",0.736842105263158,1
3,"13CCPS","OTU.50",1.24515489312187,0.499266186068032,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Flexibacter","uncultured_bacterium",NA,0.275059350200944,"13CCPS",0.789473684210526,1
3,"13CCPS","OTU.162",-0.228420273574063,0.675863720092701,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Flexibacter","uncultured_bacterium",NA,0.958969023373262,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.156",0.67260191057702,0.697947080334576,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter","uncultured_bacterium",NA,0.652791135797601,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.3267",2.04336859272034,0.768086025756951,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophaga",NA,NA,0.0766947556110758,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.12",1.34669191296547,0.452354030878511,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured","uncultured_Bacteroidetes_bacterium",NA,0.188342930194759,"13CCPS",0.789473684210526,1
3,"13CCPS","OTU.122",-0.0266807823757636,0.631660928724377,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Ferruginibacter","uncultured_bacterium",NA,0.938359630458454,"13CCPS",0.631578947368421,1
3,"13CCPS","OTU.141",0.0111030431279297,0.696485548477253,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Lacibacter",NA,NA,0.910438176179547,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.121",0.998992694461359,0.558200802093288,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Ferruginibacter",NA,NA,0.462754139084091,"13CCPS",0.631578947368421,1
3,"13CCPS","OTU.155",1.11678793747051,0.59028114983913,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas",NA,NA,0.386683295153802,"13CCPS",0.631578947368421,1
3,"13CCPS","OTU.113",-0.254998638525691,0.744310139713476,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured","uncultured_bacterium",NA,0.946806823936986,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.978",0.401717449778108,0.642617048218927,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured","uncultured_bacterium",NA,0.801844085701574,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.153",0.565866739608984,0.714922206916139,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured",NA,NA,0.702926079317606,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.80",1.53556841786601,0.56521069410653,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured","uncultured_bacterium",NA,0.14878107130219,"13CCPS",0.684210526315789,1
3,"13CCPS","OTU.69",0.573348791993297,0.514014086411859,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Parasegetibacter","uncultured_bacterium",NA,0.76624710868784,"13CCPS",0.789473684210526,1
3,"13CCPS","OTU.99",0.580766985636781,0.734229886132884,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter",NA,NA,0.690944573845603,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.147",0.244339686020219,0.623543158127526,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","uncultured_bacterium",NA,0.870037012192164,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.60",0.592001437686175,0.579815280776192,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured_Bacteroidetes_bacterium",NA,0.729704809946292,"13CCPS",0.684210526315789,1
3,"13CCPS","OTU.159",1.42922462250832,0.356004636128961,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured_bacterium",NA,0.0876926410603538,"13CCPS",1,1
3,"13CCPS","OTU.131",1.42441674364452,0.545154282817583,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,NA,0.190485442337219,"13CCPS",0.631578947368421,1
3,"13CCPS","OTU.3540",1.19299303584953,0.718812881520349,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured_bacterium",NA,0.365988709286752,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.107",1.10345200955548,0.416445079228247,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,NA,0.353399194870492,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.2379",1.77383089005867,0.610802072688657,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured_bacterium",NA,0.0878675074618777,"13CCPS",0.789473684210526,1
3,"13CCPS","OTU.14",1.64950515427833,0.362489021815833,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","uncultured_bacterium",NA,0.0262781143371818,"13CCPS",1,0.523482723738536
3,"13CCPS","OTU.6203",1.70448881066994,0.480761351881964,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,NA,0.0575113088007146,"13CCPS",1,0.88471563371766
3,"13CCPS","OTU.95",0.847330579838263,0.590448949784295,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Adhaeribacter",NA,NA,0.566892402642782,"13CCPS",0.631578947368421,1
3,"13CCPS","OTU.208",0.362930848812531,0.749550963068547,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Pontibacter","uncultured_bacterium",NA,0.781998835571884,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.650",0.118181972814215,0.73871037409025,"Bacteria","Planctomycetes","OM190","uncultured_bacterium",NA,NA,NA,NA,0.869007546711621,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.476",-0.316114632927595,0.757591039064481,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",NA,NA,0.952244457042692,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.767",-1.26612457585494,0.74715361283051,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula","uncultured_bacterium",NA,0.998470816491682,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.351",0.93390425325941,0.634948292282752,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula",NA,NA,0.508103356177654,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.217",0.190892162849171,0.618579391199599,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pirellula","uncultured_bacterium",NA,0.889148049747293,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.256",-0.0132903309013888,0.511280491873159,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage","uncultured_planctomycete",NA,0.969797086247067,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.5670",-0.833014902728596,0.773230613580084,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Pir4_lineage","uncultured_bacterium",NA,0.98932658900982,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.619",0.740677695351659,0.705205714446718,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured",NA,NA,0.614967548495875,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.499",-0.681951604910544,0.773917091277577,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured","uncultured_bacterium",NA,0.982335126231098,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.427",0.187157183466776,0.718381884473314,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured","uncultured_bacterium",NA,0.854844381894525,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.721",0.549418867263404,0.628150183871341,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured","uncultured_bacterium",NA,0.736510667850401,"13CCPS",0.736842105263158,1
3,"13CCPS","OTU.436",-1.37615962295643,0.792481161367253,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured","uncultured_bacterium",NA,0.998312005367751,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.410",0.246448049759876,0.498962517281958,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Zavarzinella","uncultured_bacterium",NA,0.919784118090973,"13CCPS",0.789473684210526,1
3,"13CCPS","OTU.117",-0.247195479161507,0.523293180315069,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata","uncultured_bacterium",NA,0.988746454258208,"13CCPS",0.736842105263158,1
3,"13CCPS","OTU.455",-1.85862185873081,0.809900430583071,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae",NA,NA,NA,0.999733810061778,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.547",-1.14473970143487,0.799460859402177,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Singulisphaera","uncultured_bacterium",NA,0.99555415445418,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.552",-0.0876357844878463,0.646179962325129,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces","uncultured_planctomycete",NA,0.94529507542514,"13CCPS",0.736842105263158,1
3,"13CCPS","OTU.364",0.499629037832478,0.718127543648357,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces","uncultured_bacterium",NA,0.733256969030422,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.414",2.5351162709324,0.719810057341285,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.0136719253595309,"13CCPS",0.526315789473684,0.312872407607776
3,"13CCPS","OTU.1100",0.862557558326268,0.791021820824446,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.542407619767279,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.354",-0.254136733981772,0.589815943920603,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.97913109920775,"13CCPS",0.684210526315789,1
3,"13CCPS","OTU.359",0.0295940069763822,0.650828823159325,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.920625672246051,"13CCPS",0.684210526315789,1
3,"13CCPS","OTU.510",-0.133697101227308,0.655397459588683,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.950386935332396,"13CCPS",0.631578947368421,1
3,"13CCPS","OTU.466",0.710319675732391,0.693934480792821,"Bacteria","Planctomycetes","Phycisphaerae","WD2101_soil_group","uncultured_bacterium",NA,NA,NA,0.633367352427661,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.47",-0.084284561228762,0.396876226229205,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured_bacterium",NA,0.995311657869427,"13CCPS",1,1
3,"13CCPS","OTU.173",0.011331819992734,0.661788102374168,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured_bacterium",NA,0.921252938495211,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.124",0.0799266026436217,0.338745941387614,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.994752418535849,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.111",-0.0708798060387136,0.496904392386955,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.979722157956413,"13CCPS",0.842105263157895,1
3,"13CCPS","OTU.211",-0.199507442030543,0.576411351159073,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.976632881309246,"13CCPS",0.789473684210526,1
3,"13CCPS","OTU.540",-0.605684208357824,0.394124871214689,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.999959101411852,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.1503",-0.546039217617227,0.706233773156265,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.9827340983024,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.863",0.42480549247784,0.711448326405897,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.76843726180244,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.108",1.18880206205384,0.397980800101956,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.271570855445294,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.2013",-0.027136353282311,0.441477107364527,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.986311182021793,"13CCPS",1,1
3,"13CCPS","OTU.439",-0.0482287556336018,0.765032983726501,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.903308816732911,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.118",0.305799093663326,0.368684480552756,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.95894941827838,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.328",0.603079021776922,0.408522879425141,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.799932643691759,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.168",0.177506701588843,0.59193358938161,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.903136360890295,"13CCPS",0.684210526315789,1
3,"13CCPS","OTU.178",1.40946805857518,0.516367670344688,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.185126199881716,"13CCPS",0.789473684210526,1
3,"13CCPS","OTU.332",-1.0093539166442,0.535269586993106,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.999871170818667,"13CCPS",0.684210526315789,1
3,"13CCPS","OTU.4973",1.79036774067462,0.638602743123522,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.0932581899134273,"13CCPS",0.684210526315789,1
3,"13CCPS","OTU.5706",-0.173435935425421,0.510937920330487,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.985828769799228,"13CCPS",0.789473684210526,1
3,"13CCPS","OTU.253",0.36969166218515,0.444106146872656,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.903111746946048,"13CCPS",0.842105263157895,1
3,"13CCPS","OTU.146",0.287639863925127,0.412355272414397,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.945037499769376,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.128",0.544413059476903,0.583545588839038,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.754764276044621,"13CCPS",0.736842105263158,1
3,"13CCPS","OTU.3616",0.50291284162825,0.441816618854291,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.842477305932809,"13CCPS",0.842105263157895,1
3,"13CCPS","OTU.5953",1.5642928941777,0.646827264094689,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.169878545550095,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.5978",-0.119842625447655,0.38063699740707,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.997462724155129,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.36",0.354519760678371,0.355911575253457,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.951956600620763,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.1800",0.193781424511548,0.429400395308502,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.96025531938415,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.536",-0.491432709335499,0.375106857888557,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.999937013376719,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.413",0.00946158595781989,0.514574507897166,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.965740934495115,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.44",-0.247088257508251,0.37709468557787,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.999227307724641,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.52",-0.359193340655783,0.379520742128546,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.999710398376224,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.1395",-0.0513542361616286,0.735306790152467,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.912683954400704,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.55",0.261900670713825,0.446517939233643,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.937469493151716,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.2972",0.257950136205338,0.718244752633289,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.831240062481188,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.1371",1.16087492186008,0.408027175568209,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.299912247172395,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.189",0.0703708451493697,0.451084219143245,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.973988544576892,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.4283",-0.227593672564934,0.509660535996174,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.989396279574726,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.2703",-0.49729456665357,0.676570629402632,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.983596454386559,"13CCPS",0.631578947368421,1
3,"13CCPS","OTU.493",1.02694398130219,0.581416590940018,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.445183949241674,"13CCPS",0.736842105263158,1
3,"13CCPS","OTU.229",0.281779968486057,0.63566280819379,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.85226269886342,"13CCPS",0.736842105263158,1
3,"13CCPS","OTU.67",-0.321621288312288,0.444173582514266,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.99785285191659,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.4149",-0.13628497442921,0.65345993569568,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.951287293069272,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.375",0.71241176090899,0.465819544874333,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.692580711227044,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.174",1.47141245216211,0.550290087728998,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.170210468504318,"13CCPS",0.684210526315789,1
3,"13CCPS","OTU.1056",-0.758574529496012,0.699289039644273,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.992630501627657,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.289",0.509685942433374,0.566142926459183,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.779971027778099,"13CCPS",0.736842105263158,1
3,"13CCPS","OTU.1715",-0.588826284902002,0.426443728532695,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.999841508921184,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.317",0.0152386425419565,0.399208855981128,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.990189682081913,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.51",0.534984848733925,0.287404047977424,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.924054884631578,"13CCPS",1,1
3,"13CCPS","OTU.5251",-0.0450352981590258,0.2739446126807,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.999853026641845,"13CCPS",1,1
3,"13CCPS","OTU.533",-0.636258082857654,0.543807649631116,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.998199014604018,"13CCPS",0.736842105263158,1
3,"13CCPS","OTU.5413",-0.0725450477257884,0.703209648290667,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.926409915883722,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.896",0.0234702729076969,0.631962774319831,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.927999745616771,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.5991",-1.0789170980829,0.471720543195586,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.999991238555238,"13CCPS",0.842105263157895,1
3,"13CCPS","OTU.97",-0.821885575407484,0.433667455009314,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.999977330809793,"13CCPS",0.842105263157895,1
3,"13CCPS","OTU.42",-0.263920763712081,0.326346554453092,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.999896341927116,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.5261",-0.130560787960702,0.506447344733152,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.983302223004356,"13CCPS",0.842105263157895,1
3,"13CCPS","OTU.284",-0.0282019968969502,0.426488894394444,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.988876344733918,"13CCPS",0.842105263157895,1
3,"13CCPS","OTU.78",0.228616308435769,0.330234358919968,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.985176570393078,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.390",-0.810688979644886,0.761531135735869,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.989495953540397,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.249",-1.63657424024309,0.685702558959645,"Bacteria","Acidobacteria","DA023","uncultured_bacterium",NA,NA,NA,NA,0.999917550937372,"13CCPS",0.631578947368421,1
3,"13CCPS","OTU.706",-0.724263597463633,0.582173680606281,"Bacteria","Acidobacteria","DA023","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.9979501749721,"13CCPS",0.736842105263158,1
3,"13CCPS","OTU.283",0.437870208203722,0.531216005101438,"Bacteria","Acidobacteria","DA023",NA,NA,NA,NA,NA,0.830981498569218,"13CCPS",0.842105263157895,1
3,"13CCPS","OTU.296",-0.390504794548143,0.623961796762064,"Bacteria","Acidobacteria","Holophagae","32-20","uncultured_bacterium",NA,NA,NA,0.983953546301344,"13CCPS",0.684210526315789,1
3,"13CCPS","OTU.323",-0.0663033359525706,0.530352672562492,"Bacteria","Acidobacteria","RB25","uncultured_Acidobacteria_bacterium",NA,NA,NA,NA,0.971949413267773,"13CCPS",0.736842105263158,1
3,"13CCPS","OTU.2301",-0.37709051074158,0.637533747738048,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_cereus",NA,0.981080043913138,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.3507",0.0368563875922636,0.606510978846105,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_cereus",NA,0.933231104254038,"13CCPS",0.578947368421053,1
3,"13CCPS","OTU.3",-0.278347166863613,0.377797706044877,"Bacteria","Firmicutes","Bacilli","Bacillales",NA,NA,NA,NA,0.999408342314946,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.4743",-0.0432696710451632,0.274441052342684,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA,NA,NA,0.999845475318794,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.9",-0.0289914658918523,0.353437326803328,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA,NA,0.997117599827946,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.8",0.660487581157978,0.259306615031421,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina",NA,NA,0.865237045057786,"13CCPS",1,1
3,"13CCPS","OTU.4121",0.186752016769898,0.670772703372749,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus",NA,NA,0.871413151796309,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.4390",-1.10740761015283,0.683531341211419,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured_bacterium",NA,0.99867336116073,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.1623",0.373959576697204,0.438862078685266,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,NA,0.90410310205296,"13CCPS",0.842105263157895,1
3,"13CCPS","OTU.7",-0.0196942468678683,0.382157648370366,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","uncultured_bacterium",NA,0.994281444100929,"13CCPS",0.947368421052632,1
3,"13CCPS","OTU.335",1.40337517066757,0.706111903200265,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA,NA,0.258944998330147,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.582",1.30130150394133,0.722929520999468,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Cohnella",NA,NA,0.311937870910646,"13CCPS",0.473684210526316,1
3,"13CCPS","OTU.454",-0.244778434906333,0.726135980083631,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA,NA,0.949600086890002,"13CCPS",0.526315789473684,1
3,"13CCPS","OTU.57",1.39973131849042,0.380573011026239,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA,NA,0.116998844882348,"13CCPS",0.894736842105263,1
3,"13CCPS","OTU.286",-0.18843514820258,0.533466942794626,"Bacteria","Candidate_division_WS3","uncultured_bacterium",NA,NA,NA,NA,NA,0.983332994355823,"13CCPS",0.842105263157895,1
