"OTU","Day","Treatment","p.below","padj.below"
"OTU.493",3,"13CCPS",0.552537782672185,0.669286814916081
"OTU.229",3,"13CCPS",0.201185820533993,0.301653146643353
"OTU.67",3,"13CCPS",0.00600909518571952,0.0224826271590316
"OTU.4149",3,"13CCPS",0.06522033468637,0.127365238956635
"OTU.375",3,"13CCPS",0.407175213695224,0.522733759110597
"OTU.174",3,"13CCPS",0.8793558396687,0.977027335557506
"OTU.1056",3,"13CCPS",0.00939701560931993,0.0318808354429188
"OTU.289",3,"13CCPS",0.296848380168139,0.408854011167918
"OTU.1715",3,"13CCPS",0.000601624341240749,0.00425029902253024
"OTU.317",3,"13CCPS",0.0308788162952329,0.0745889394002177
"OTU.51",3,"13CCPS",0.212171826706433,0.314009074398553
"OTU.5251",3,"13CCPS",0.00269653869926407,0.0123138516266774
"OTU.533",3,"13CCPS",0.00419190986564395,0.0170371700461536
"OTU.5413",3,"13CCPS",0.0939835628111171,0.166727118074079
"OTU.896",3,"13CCPS",0.0999864029198372,0.174921587628149
"OTU.5991",3,"13CCPS",4.65384520800446e-05,0.000576213205650862
"OTU.97",3,"13CCPS",0.000102004460679018,0.00108413590509293
"OTU.42",3,"13CCPS",0.000844192550529017,0.00545094222142661
"OTU.5261",3,"13CCPS",0.033902742679776,0.0789858272714084
"OTU.284",3,"13CCPS",0.0283392025012345,0.0705396522362335
"OTU.78",3,"13CCPS",0.0495315749212195,0.104272430289894
"OTU.249",3,"13CCPS",0.000122623280291712,0.00124805559008768
"OTU.706",3,"13CCPS",0.00431831562791114,0.0173454751475628
"OTU.283",3,"13CCPS",0.232724358839782,0.338790248444337
"OTU.296",3,"13CCPS",0.0255520932050421,0.0650170846170667
"OTU.323",3,"13CCPS",0.0540339889865032,0.112177736858756
"OTU.2301",3,"13CCPS",0.0265028608949145,0.0667294254398161
"OTU.3507",3,"13CCPS",0.0929596108971091,0.165583928748236
"OTU.3",3,"13CCPS",0.00260037450249827,0.0120814304738895
"OTU.4743",3,"13CCPS",0.00145523276364943,0.00806953089498997
"OTU.9",3,"13CCPS",0.011440590926186,0.0359859794133446
"OTU.8",3,"13CCPS",0.348039878250691,0.460855450693583
"OTU.4121",3,"13CCPS",0.150342759970568,0.240108583410442
"OTU.4390",3,"13CCPS",0.00144702360934116,0.00804571923527189
"OTU.1623",3,"13CCPS",0.169302873198499,0.263099203815018
"OTU.7",3,"13CCPS",0.0172594156488938,0.0479273021834021
"OTU.454",3,"13CCPS",0.059759083486686,0.120218859744573
"OTU.57",3,"13CCPS",0.947929148857712,0.999999999992215
"OTU.286",3,"13CCPS",0.029180320316494,0.0718146817625191
"OTU.230",3,"13CCPS",0.101895950063795,0.177229595983516
"OTU.190",3,"13CCPS",0.15918486125817,0.251553971540871
"OTU.139",3,"13CCPS",0.272796824748631,0.381185557327639
"OTU.281",3,"13CCPS",0.00207926932724657,0.0104267326180506
"OTU.388",3,"13CCPS",0.00222344604619232,0.0108681451631079
"OTU.85",3,"13CCPS",0.00323799567839285,0.0141155455889286
"OTU.195",3,"13CCPS",0.124126596857976,0.205197581316489
"OTU.1291",3,"13CCPS",0.00010146159124275,0.00108315885406705
"OTU.437",3,"13CCPS",0.0605248978093981,0.121352925324018
"OTU.224",3,"13CCPS",0.00294514683692736,0.0132974486885329
"OTU.180",3,"13CCPS",0.18200684324326,0.278458877369624
"OTU.56",3,"13CCPS",0.0539785611963329,0.112159605530789
"OTU.674",3,"13CCPS",0.103986525339284,0.179317043105594
"OTU.318",3,"13CCPS",0.0136814796593544,0.0406216491245602
"OTU.378",3,"13CCPS",0.0417948644804702,0.0910991510726765
"OTU.501",3,"13CCPS",0.0939472396163556,0.166727118074079
"OTU.112",3,"13CCPS",2.54585420611257e-05,0.000351444931211632
"OTU.226",3,"13CCPS",0.000169771784437797,0.00161182540007743
"OTU.258",3,"13CCPS",0.0015367065988403,0.00838902102366907
"OTU.35",3,"13CCPS",0.00228437662182564,0.0109914806953948
"OTU.431",3,"13CCPS",0.517829929552177,0.637860251684272
"OTU.433",3,"13CCPS",0.506282430890218,0.625560904834518
"OTU.409",3,"13CCPS",0.0139456050965724,0.0412021444550637
"OTU.300",3,"13CCPS",0.0550218627265121,0.113639307196115
"OTU.187",3,"13CCPS",0.144085536512406,0.232277489062281
"OTU.542",3,"13CCPS",0.168552299849428,0.262727205865234
"OTU.557",3,"13CCPS",0.00558286773575533,0.0213876368441536
"OTU.792",3,"13CCPS",0.0511604583168017,0.107325258407823
"OTU.743",3,"13CCPS",0.00266251973221651,0.0122751869420039
"OTU.271",3,"13CCPS",0.150098876652163,0.240027295650456
"OTU.682",3,"13CCPS",0.0106637080613813,0.0345671076429661
"OTU.6204",3,"13CCPS",0.0644051675375091,0.126486868926768
"OTU.521",3,"13CCPS",0.0100349843478962,0.0332928624359761
"OTU.149",3,"13CCPS",1.54594387021709e-05,0.000248086862494117
"OTU.270",3,"13CCPS",0.033289307273445,0.0781631633145796
"OTU.403",3,"13CCPS",0.244152121581245,0.350330583057438
"OTU.462",3,"13CCPS",0.0292682038982827,0.0718238560095287
"OTU.4",3,"13CCPS",0.000953094818676323,0.00588646585530044
"OTU.5246",3,"13CCPS",0.0117445627235841,0.0366332928126969
"OTU.37",3,"13CCPS",0.0024444675703787,0.0116039745139321
"OTU.1841",3,"13CCPS",0.150191933956135,0.240027295650456
"OTU.244",3,"13CCPS",0.0216312178942408,0.0571106515888505
"OTU.765",3,"13CCPS",0.0335817575760525,0.0784663246086363
"OTU.252",3,"13CCPS",0.000632889190861914,0.0043809793557646
"OTU.5284",3,"13CCPS",0.548201295145288,0.665913898208638
"OTU.24",3,"13CCPS",0.0123794291377697,0.037879476164233
"OTU.303",3,"13CCPS",0.000804646436865539,0.00525206723193213
"OTU.31",3,"13CCPS",6.38997256695316e-11,6.39529754409229e-09
"OTU.70",3,"13CCPS",0.00037892918973731,0.00293609004435167
"OTU.1",3,"13CCPS",6.19107318123994e-35,7.43547889066917e-32
"OTU.201",3,"13CCPS",0.0822673595865905,0.152238981299684
"OTU.59",3,"13CCPS",2.44261570416121e-05,0.000341381571517437
"OTU.488",3,"13CCPS",0.0954298556868259,0.168918580220896
"OTU.257",3,"13CCPS",0.97521856590384,0.999999999992215
"OTU.397",3,"13CCPS",0.0403235045111024,0.0885767729266727
"OTU.58",3,"13CCPS",1.30917548958859e-05,0.00021687169144771
"OTU.186",3,"13CCPS",0.00473797504358292,0.0187418043782858
"OTU.5192",3,"13CCPS",0.376696868681098,0.490464943120519
"OTU.23",3,"13CCPS",4.31035068665405e-07,1.31056485434722e-05
"OTU.5054",3,"13CCPS",1.84101975377619e-05,0.000272970953615457
"OTU.172",3,"13CCPS",0.0922439858212643,0.165072692456681
"OTU.260",3,"13CCPS",0.0162961790236295,0.0458353887760632
"OTU.255",3,"13CCPS",0.0737921148546248,0.139565873921897
"OTU.1288",3,"13CCPS",0.0114387615009894,0.0359859794133446
"OTU.62",3,"13CCPS",0.00210081151131949,0.0104691893157457
"OTU.1948",3,"13CCPS",0.00249051328794911,0.0117528741014809
"OTU.498",3,"13CCPS",0.313586899041293,0.425341577441868
"OTU.348",3,"13CCPS",0.00518718535503225,0.0201938723221839
"OTU.1631",3,"13CCPS",0.039043365045537,0.0866748270234565
"OTU.608",3,"13CCPS",0.00373338638915918,0.0156502514952188
"OTU.333",3,"13CCPS",0.011677112422334,0.0365690013539065
"OTU.132",3,"13CCPS",0.00103699559274741,0.00629005912570524
"OTU.3446",3,"13CCPS",0.14138920850343,0.228390638080187
"OTU.350",3,"13CCPS",0.0246130154534795,0.0632304418387783
"OTU.3584",3,"13CCPS",0.000138557829527167,0.00135291018912298
"OTU.3892",3,"13CCPS",0.00229256112755736,0.0109914806953948
"OTU.1739",3,"13CCPS",0.0297395457277772,0.0725959236159766
"OTU.2168",3,"13CCPS",1.96841195793347e-05,0.000288300336765622
"OTU.3755",3,"13CCPS",0.00153096436775569,0.00838902102366907
"OTU.293",3,"13CCPS",0.00137327166889165,0.0077250551491282
"OTU.1391",3,"13CCPS",0.000721477178244357,0.00482080496957673
"OTU.385",3,"13CCPS",0.000265062034232528,0.00226576158799478
"OTU.130",3,"13CCPS",0.000102841390327115,0.00108821594522349
"OTU.2790",3,"13CCPS",0.000933259177102239,0.0058074832730559
"OTU.151",3,"13CCPS",0.00334832109158211,0.0144133821899287
"OTU.88",3,"13CCPS",0.000114038617932656,0.00117562558057614
"OTU.688",3,"13CCPS",0.0555764648275613,0.11419780463203
"OTU.82",3,"13CCPS",1.89236422068158e-07,6.31313730288493e-06
"OTU.212",3,"13CCPS",0.0107764225099234,0.0347449219715918
"OTU.110",3,"13CCPS",0.00248138166842808,0.0117328322196147
"OTU.61",3,"13CCPS",1.45809667443047e-07,5.07586697388695e-06
"OTU.192",3,"13CCPS",0.676148680791409,0.790705516680119
"OTU.443",3,"13CCPS",0.355898772319955,0.468276397316573
"OTU.389",3,"13CCPS",0.569493168879699,0.687053034479677
"OTU.125",3,"13CCPS",0.0064100697216777,0.0235068511014807
"OTU.686",3,"13CCPS",0.0319736353060977,0.0761156313233367
"OTU.405",3,"13CCPS",0.0848775152144281,0.155393133799586
"OTU.164",3,"13CCPS",0.655586432677491,0.769657190269469
"OTU.330",3,"13CCPS",0.267488511607805,0.375515724653389
"OTU.594",3,"13CCPS",0.296853203778871,0.408854011167918
"OTU.254",3,"13CCPS",0.81463909011285,0.919963843183388
"OTU.417",3,"13CCPS",0.239699750910323,0.346008895244349
"OTU.5985",3,"13CCPS",0.12948901655693,0.212667065497484
"OTU.423",3,"13CCPS",0.52569893943129,0.645237022235032
"OTU.469",3,"13CCPS",0.863261960341633,0.963547968745634
"OTU.152",3,"13CCPS",0.336914294659346,0.449593408762083
"OTU.238",3,"13CCPS",0.359756465307735,0.471947039688246
"OTU.699",3,"13CCPS",0.0732403500673328,0.138794131098978
"OTU.221",3,"13CCPS",0.032541600269986,0.0769339801658528
"OTU.105",3,"13CCPS",0.000206446995732089,0.00188549689638205
"OTU.245",3,"13CCPS",0.0385379643451831,0.0858703064537382
"OTU.450",3,"13CCPS",0.411352860378025,0.526970437668275
"OTU.353",3,"13CCPS",0.208252702019364,0.310114238422026
"OTU.32",3,"13CCPS",0.999991258867822,0.999999999992215
"OTU.207",3,"13CCPS",3.01603000767129e-05,0.000395874539804724
"OTU.302",3,"13CCPS",0.0754901557989568,0.14188368875516
"OTU.4926",3,"13CCPS",0.0158146447877735,0.0446913558823429
"OTU.246",3,"13CCPS",0.0905681010609327,0.163199233869738
"OTU.2020",3,"13CCPS",0.000143103016856584,0.00139163338659722
"OTU.10",3,"13CCPS",2.90373476103655e-11,3.17035040727717e-09
"OTU.5419",3,"13CCPS",0.0312527026090527,0.0750689916669447
"OTU.2561",3,"13CCPS",0.0172468203831068,0.0479273021834021
"OTU.324",3,"13CCPS",0.480055312335314,0.598698265955049
"OTU.28",3,"13CCPS",0.0256697509181858,0.06512730271558
"OTU.165",3,"13CCPS",0.706149636558332,0.819637883291609
"OTU.2955",3,"13CCPS",0.0153662937726787,0.0440451523173917
"OTU.19",3,"13CCPS",0.000170453896605408,0.00161193015608736
"OTU.65",3,"13CCPS",0.125362800509117,0.206672505204349
"OTU.209",3,"13CCPS",0.0303285775722806,0.0737340519520425
"OTU.16",3,"13CCPS",0.000380416164344305,0.00293813384808688
"OTU.386",3,"13CCPS",0.00594238758331645,0.0222677300703996
"OTU.41",3,"13CCPS",1.4524140943427e-06,4.00999845357604e-05
"OTU.205",3,"13CCPS",0.00297952904598572,0.0133522924784658
"OTU.2207",3,"13CCPS",0.0303709831777,0.0737624889715222
"OTU.306",3,"13CCPS",0.0322595821740952,0.0764157267940507
"OTU.4627",3,"13CCPS",0.0368730132579565,0.0833809243675895
"OTU.292",3,"13CCPS",0.00813363975039605,0.0286046891368248
"OTU.71",3,"13CCPS",0.632245338528774,0.747001132880529
"OTU.239",3,"13CCPS",0.165176042175513,0.258134582502006
"OTU.3775",3,"13CCPS",0.642534736012278,0.755442210426574
"OTU.766",3,"13CCPS",0.390584288122402,0.504942658810554
"OTU.116",3,"13CCPS",0.391705361752392,0.505847461789917
"OTU.347",3,"13CCPS",0.0635728373020138,0.125226952607849
"OTU.81",3,"13CCPS",0.000130902818387918,0.00130468286210696
"OTU.90",3,"13CCPS",0.110690630633685,0.187900278997958
"OTU.1727",3,"13CCPS",0.572150889422465,0.689432646750955
"OTU.665",3,"13CCPS",0.000328048413682681,0.0026985352385815
"OTU.250",3,"13CCPS",0.00951914630781143,0.0320687088798921
"OTU.1455",3,"13CCPS",0.0517499095682751,0.10815848107084
"OTU.89",3,"13CCPS",0.0388136800676876,0.0863800483813559
"OTU.515",3,"13CCPS",0.0031657463134845,0.0139088651542799
"OTU.576",3,"13CCPS",0.0854471842553931,0.156095338685229
"OTU.27",3,"13CCPS",9.1005684256148e-05,0.000984665106230935
"OTU.5712",3,"13CCPS",0.00035255504240723,0.00280409672802042
"OTU.17",3,"13CCPS",4.68791507538054e-08,1.97550386159018e-06
"OTU.38",3,"13CCPS",8.22026218970145e-09,4.38779328436953e-07
"OTU.233",3,"13CCPS",0.00858741736526264,0.0296791028940444
"OTU.5259",3,"13CCPS",5.9822652828808e-07,1.77400014931848e-05
"OTU.20",3,"13CCPS",1.25772287972958e-06,3.59648852036957e-05
"OTU.2294",3,"13CCPS",0.056592890515839,0.115591941342726
"OTU.5555",3,"13CCPS",0.000333057889617386,0.00270747529441339
"OTU.3302",3,"13CCPS",0.164239572079638,0.257486597918762
"OTU.5298",3,"13CCPS",0.00205534486403505,0.0103283229360088
"OTU.4969",3,"13CCPS",1.62473870909394e-05,0.000251782088983461
"OTU.73",3,"13CCPS",0.415387738523516,0.53100657154523
"OTU.123",3,"13CCPS",0.0123648498514042,0.037879476164233
"OTU.460",3,"13CCPS",0.0458992997256587,0.0982621372023459
"OTU.1035",3,"13CCPS",0.00204828885366757,0.0103144440807327
"OTU.2381",3,"13CCPS",0.0369127134154935,0.0833809243675895
"OTU.4273",3,"13CCPS",0.0176263228690584,0.0486089868329256
"OTU.160",3,"13CCPS",0.112078060749975,0.189719169782551
"OTU.109",3,"13CCPS",9.80113530410056e-05,0.0010509967410915
"OTU.22",3,"13CCPS",5.09101132323781e-14,1.35873435537969e-11
"OTU.240",3,"13CCPS",0.0433517233332562,0.0940657989579778
"OTU.115",3,"13CCPS",5.20675947086439e-05,0.000628474183367652
"OTU.225",3,"13CCPS",0.588896405605288,0.704797790863927
"OTU.4822",3,"13CCPS",0.170950435033091,0.264747224338804
"OTU.243",3,"13CCPS",0.00761634671539291,0.027143122864056
"OTU.206",3,"13CCPS",0.223110776629245,0.32757462436641
"OTU.276",3,"13CCPS",0.0659846110425844,0.128472962727544
"OTU.1016",3,"13CCPS",0.240993163693219,0.346833780222355
"OTU.181",3,"13CCPS",0.00349940490357982,0.0149299655033725
"OTU.13",3,"13CCPS",2.38272013767469e-11,2.86164688534731e-09
"OTU.4884",3,"13CCPS",0.0340198309519282,0.0791818158396623
"OTU.398",3,"13CCPS",0.00251392909834007,0.011816942650123
"OTU.126",3,"13CCPS",0.0877461031804155,0.159429757820997
"OTU.167",3,"13CCPS",0.000270410177185028,0.00230328101276041
"OTU.235",3,"13CCPS",0.122218227673365,0.202778180885772
"OTU.232",3,"13CCPS",0.0141181348601263,0.0415076620979477
"OTU.198",3,"13CCPS",0.0134965601406768,0.0404052231298926
"OTU.202",3,"13CCPS",0.00700624274078947,0.0253431338307113
"OTU.75",3,"13CCPS",0.000197188206753613,0.0018147359104298
"OTU.885",3,"13CCPS",0.189971534188129,0.287864618968475
"OTU.291",3,"13CCPS",0.039308924594917,0.086882079855585
"OTU.129",3,"13CCPS",0.76718956968166,0.875434368824392
"OTU.86",3,"13CCPS",0.00258827007793528,0.0120484975333344
"OTU.76",3,"13CCPS",0.000166397660468141,0.00158606023985903
"OTU.18",3,"13CCPS",2.93388935068918e-06,6.52518724106982e-05
"OTU.223",3,"13CCPS",0.694864647707021,0.809920885415162
"OTU.137",3,"13CCPS",0.0110264149175441,0.0352669089639694
"OTU.1719",3,"13CCPS",0.43866911557576,0.55603335916252
"OTU.200",3,"13CCPS",0.0466916287241651,0.0993975441511407
"OTU.459",3,"13CCPS",0.147774582142684,0.237269081755834
"OTU.635",3,"13CCPS",1.82462902935509e-05,0.000272338299565651
"OTU.219",3,"13CCPS",0.000187241402077911,0.00173650134282295
"OTU.136",3,"13CCPS",0.000370988614849989,0.00289322939243401
"OTU.309",3,"13CCPS",0.164332620570134,0.257486597918762
"OTU.311",3,"13CCPS",0.000590520186548585,0.00420898957890119
"OTU.104",3,"13CCPS",0.00260732958844026,0.0120903584390608
"OTU.30",3,"13CCPS",6.60083330256222e-05,0.000755009599654974
"OTU.5788",3,"13CCPS",1.19031610687138e-05,0.000202775836078373
"OTU.379",3,"13CCPS",0.000609076173858685,0.00429032542407203
"OTU.3493",3,"13CCPS",0.000302753088839596,0.00252504485900246
"OTU.299",3,"13CCPS",0.0676768878579555,0.130675148420265
"OTU.142",3,"13CCPS",0.00238408520430178,0.011362247342724
"OTU.251",3,"13CCPS",0.0628282568609451,0.124208619736617
"OTU.5607",3,"13CCPS",0.00138089347541169,0.0077497806727544
"OTU.2720",3,"13CCPS",0.0313549108854525,0.0751889565709227
"OTU.512",3,"13CCPS",0.0163866317579987,0.0460228514416861
"OTU.5894",3,"13CCPS",0.0316377488303601,0.0755292256139137
"OTU.322",3,"13CCPS",0.00126533017086651,0.00731328006209377
"OTU.39",3,"13CCPS",1.93447813941496e-05,0.000285068496372683
"OTU.2183",3,"13CCPS",0.00168482616495849,0.00895343461997852
"OTU.478",3,"13CCPS",0.0026923996053086,0.0123138516266774
"OTU.562",3,"13CCPS",0.3498155261836,0.462187510392193
"OTU.566",3,"13CCPS",0.0112196545710105,0.0355535755667114
"OTU.1968",3,"13CCPS",0.088395199934541,0.160366518310247
"OTU.589",3,"13CCPS",0.0784669584270202,0.146556048322844
"OTU.5957",3,"13CCPS",0.0342177468337758,0.0793352641511704
"OTU.2824",3,"13CCPS",0.0111298357512717,0.0354560550060406
"OTU.87",3,"13CCPS",8.07910495560722e-05,0.000894286179878735
"OTU.492",3,"13CCPS",7.75907980691318e-08,3.00601769293636e-06
"OTU.396",3,"13CCPS",0.0362571563181629,0.0823932729197987
"OTU.4020",3,"13CCPS",0.0650234774071295,0.127084127528011
"OTU.837",3,"13CCPS",0.0618767463316905,0.123239983821895
"OTU.391",3,"13CCPS",0.000998529187514603,0.00610296974150147
"OTU.508",3,"13CCPS",0.0139635083733914,0.0412043576325382
"OTU.272",3,"13CCPS",2.78304707814109e-05,0.000373546762601678
"OTU.383",3,"13CCPS",0.0141001718037284,0.0415076620979477
"OTU.53",3,"13CCPS",5.32596916308165e-06,0.000110284292497604
"OTU.550",3,"13CCPS",0.0343100480894476,0.0794193699074097
"OTU.199",3,"13CCPS",0.00164151898684195,0.00880202266148995
"OTU.5000",3,"13CCPS",0.286107620590374,0.397472819351116
"OTU.1168",3,"13CCPS",0.00373099484477522,0.0156502514952188
"OTU.352",3,"13CCPS",0.0257418948954505,0.0652236619608356
"OTU.84",3,"13CCPS",0.91656965897696,0.999999999992215
"OTU.158",3,"13CCPS",0.0417294788830437,0.0910392445749964
"OTU.3181",3,"13CCPS",0.271662583054395,0.380042821489025
"OTU.114",3,"13CCPS",0.0326585946018327,0.0771346550969539
"OTU.422",3,"13CCPS",0.308205898495431,0.41967719284922
"OTU.140",3,"13CCPS",0.0354526366462579,0.0813345111980053
"OTU.598",3,"13CCPS",0.00225545096025674,0.0109225669486627
"OTU.1701",3,"13CCPS",0.841167434082486,0.943269923747027
"OTU.5065",3,"13CCPS",0.115157476979091,0.1935677114792
"OTU.4706",3,"13CCPS",0.414876619786025,0.530918295538642
"OTU.5",3,"13CCPS",3.68014407339495e-09,2.20992651607367e-07
"OTU.40",3,"13CCPS",0.00216227327236123,0.0106427648870271
"OTU.234",3,"13CCPS",0.00250475659579231,0.0117969124374375
"OTU.4759",3,"13CCPS",0.000119734708054613,0.00122907166131273
"OTU.96",3,"13CCPS",4.73526455803579e-05,0.00058328745991805
"OTU.371",3,"13CCPS",0.0290311111843113,0.0716625992303176
"OTU.196",3,"13CCPS",0.748085128834438,0.858118662588501
"OTU.1627",3,"13CCPS",0.00305888081648014,0.0135378700971052
"OTU.170",3,"13CCPS",0.0907757178184331,0.163328295280806
"OTU.678",3,"13CCPS",0.490554719797179,0.609261859851512
"OTU.3717",3,"13CCPS",0.00133717451049875,0.00757521975051417
"OTU.26",3,"13CCPS",0.0143651916167275,0.0419771171087342
"OTU.3674",3,"13CCPS",0.367957349066427,0.481390823778626
"OTU.3823",3,"13CCPS",0.146233955332935,0.235267220837046
"OTU.231",3,"13CCPS",0.00355724420066856,0.0151230098584175
"OTU.101",3,"13CCPS",0.0290543285103859,0.0716625992303176
"OTU.133",3,"13CCPS",0.0013080423101923,0.00750620432104227
"OTU.259",3,"13CCPS",0.0131471988818216,0.0397131539181937
"OTU.709",3,"13CCPS",0.159057742055302,0.251518562486396
"OTU.558",3,"13CCPS",0.226755275636169,0.331507104125428
"OTU.756",3,"13CCPS",0.533425352824314,0.652386811346233
"OTU.3363",3,"13CCPS",0.103127862433341,0.178572820789396
"OTU.68",3,"13CCPS",0.0357335122431915,0.0816668852598915
"OTU.290",3,"13CCPS",0.0918908182431537,0.164963935291521
"OTU.48",3,"13CCPS",0.706950737475335,0.819637883291609
"OTU.380",3,"13CCPS",0.14676742106848,0.235967433337676
"OTU.34",3,"13CCPS",0.225848021662809,0.330583149319968
"OTU.384",3,"13CCPS",0.135388901999743,0.220776743111598
"OTU.92",3,"13CCPS",0.0683172380412809,0.13180562712864
"OTU.74",3,"13CCPS",0.0623314082278936,0.123579476402511
"OTU.236",3,"13CCPS",0.00717196826267872,0.025789023603225
"OTU.46",3,"13CCPS",0.11238598103738,0.189972643526944
"OTU.2897",3,"13CCPS",0.104899880125621,0.180752878093072
"OTU.4405",3,"13CCPS",9.52306185606939e-08,3.57412415285604e-06
"OTU.5211",3,"13CCPS",0.000627354712732273,0.0043552197109333
"OTU.29",3,"13CCPS",3.96047910753265e-06,8.41864674008268e-05
"OTU.5144",3,"13CCPS",0.000895810417018603,0.00564760268157135
"OTU.15",3,"13CCPS",1.82161654048247e-05,0.000272338299565651
"OTU.215",3,"13CCPS",0.0128200982371512,0.0390289936193121
"OTU.11",3,"13CCPS",1.17862166452531e-48,2.83104923818979e-45
"OTU.5827",3,"13CCPS",0.0470118124920772,0.0999313040760792
"OTU.100",3,"13CCPS",0.0349780475193011,0.080630777486911
"OTU.6",3,"13CCPS",0.999997794253361,0.999999999992215
"OTU.2",3,"13CCPS",2.28902694568289e-06,5.66829146755702e-05
"OTU.143",3,"13CCPS",0.063604030883254,0.125226952607849
