"OTU","Day","Treatment","p.below","padj.below"
"OTU.1841",14,"13CCPS",0.00118597277532175,0.00704491102251507
"OTU.244",14,"13CCPS",0.58047690686059,0.698549864869307
"OTU.765",14,"13CCPS",0.228993980266067,0.334576362894826
"OTU.252",14,"13CCPS",0.927058557503304,0.999999999992215
"OTU.24",14,"13CCPS",0.829308556847858,0.933020680818995
"OTU.303",14,"13CCPS",0.0310201777241458,0.0746734794875228
"OTU.31",14,"13CCPS",3.02086330405269e-12,4.0311742535192e-10
"OTU.70",14,"13CCPS",0.0091689590994101,0.0311952404487012
"OTU.1",14,"13CCPS",6.56187895067198e-13,1.21243332611647e-10
"OTU.201",14,"13CCPS",0.000733248569684249,0.00486536758116455
"OTU.59",14,"13CCPS",2.22361153400985e-06,5.56366135905382e-05
"OTU.488",14,"13CCPS",0.185038594809757,0.28237783019888
"OTU.257",14,"13CCPS",0.999828981837285,0.999999999992215
"OTU.1394",14,"13CCPS",0.404242850206758,0.519524519099321
"OTU.397",14,"13CCPS",7.25068789415721e-05,0.000810053596361191
"OTU.295",14,"13CCPS",0.0790280950088733,0.147037555547106
"OTU.58",14,"13CCPS",0.00131377426434971,0.00750620432104227
"OTU.186",14,"13CCPS",0.0155783849766221,0.0442308282669577
"OTU.5192",14,"13CCPS",0.263197676886113,0.3707922697246
"OTU.23",14,"13CCPS",1.56567943213034e-07,5.37251713711009e-06
"OTU.5054",14,"13CCPS",1.63443296325981e-06,4.41113255926973e-05
"OTU.720",14,"13CCPS",0.34728677532292,0.460111877730642
"OTU.172",14,"13CCPS",0.00228976959606065,0.0109914806953948
"OTU.526",14,"13CCPS",0.978979622464103,0.999999999992215
"OTU.1166",14,"13CCPS",0.254409476225974,0.361378806561082
"OTU.1078",14,"13CCPS",0.0455485408419368,0.0977357725390614
"OTU.4552",14,"13CCPS",0.00584970512237399,0.0220580717487321
"OTU.260",14,"13CCPS",0.963594560396208,0.999999999992215
"OTU.255",14,"13CCPS",0.37673098253845,0.490464943120519
"OTU.1288",14,"13CCPS",0.0646721443279546,0.126603496883249
"OTU.62",14,"13CCPS",0.00366818411096042,0.0155122856241671
"OTU.1948",14,"13CCPS",0.0420990649123223,0.0915959727530779
"OTU.498",14,"13CCPS",0.535895019527227,0.654421129594001
"OTU.348",14,"13CCPS",0.46166476580692,0.579372396796354
"OTU.1631",14,"13CCPS",0.254924328698978,0.361896121474554
"OTU.608",14,"13CCPS",0.997910999457225,0.999999999992215
"OTU.333",14,"13CCPS",0.949769389307565,0.999999999992215
"OTU.132",14,"13CCPS",0.999993569873039,0.999999999992215
"OTU.3446",14,"13CCPS",0.662015727094879,0.775688671454585
"OTU.350",14,"13CCPS",0.403077842046181,0.518582204924974
"OTU.3584",14,"13CCPS",0.00095962189618381,0.00591028665290644
"OTU.3892",14,"13CCPS",0.000407171326713353,0.00310484294211261
"OTU.2168",14,"13CCPS",0.485815594139137,0.604939894827479
"OTU.293",14,"13CCPS",0.181285528150379,0.2775320832487
"OTU.385",14,"13CCPS",0.175043036465222,0.270040702369598
"OTU.130",14,"13CCPS",0.463293391650321,0.581112651041291
"OTU.2790",14,"13CCPS",0.0403746609539413,0.0885767729266727
"OTU.151",14,"13CCPS",0.00157916264249806,0.00860124414349285
"OTU.88",14,"13CCPS",0.418559878152984,0.534208728652215
"OTU.688",14,"13CCPS",0.76853249385554,0.876304750849982
"OTU.82",14,"13CCPS",0.0064269662478058,0.0235328855598011
"OTU.1162",14,"13CCPS",0.626421008584116,0.742310440364601
"OTU.212",14,"13CCPS",0.300487594611393,0.411969864301693
"OTU.110",14,"13CCPS",0.959681575925624,0.999999999992215
"OTU.61",14,"13CCPS",0.00162563768402025,0.00875511595743639
"OTU.1107",14,"13CCPS",0.456529823248269,0.574309245218393
"OTU.444",14,"13CCPS",0.0154738939253882,0.0441531294147489
"OTU.1438",14,"13CCPS",0.0210494437064265,0.0560540618434995
"OTU.443",14,"13CCPS",0.0603634466052346,0.121231604302486
"OTU.1228",14,"13CCPS",0.0370516208104771,0.0835661907856958
"OTU.899",14,"13CCPS",0.000511924115797716,0.00372618704892761
"OTU.389",14,"13CCPS",0.962691629409541,0.999999999992215
"OTU.125",14,"13CCPS",0.000111815310687348,0.00116268561156282
"OTU.929",14,"13CCPS",0.115729838559613,0.194252041572108
"OTU.503",14,"13CCPS",0.00353021116234966,0.0150346936382338
"OTU.828",14,"13CCPS",0.240214306346468,0.346335392463516
"OTU.405",14,"13CCPS",0.341785918072491,0.455083023952397
"OTU.164",14,"13CCPS",1.57464188374916e-05,0.000248086862494117
"OTU.330",14,"13CCPS",0.0276200374784286,0.0690357232291211
"OTU.2550",14,"13CCPS",0.013166533602211,0.0397131539181937
"OTU.594",14,"13CCPS",0.023633571766388,0.0611063933077116
"OTU.254",14,"13CCPS",1.10752143845533e-05,0.000192915539899657
"OTU.583",14,"13CCPS",0.00784150460566492,0.0278217046717978
"OTU.417",14,"13CCPS",0.153163323529482,0.243641260342924
"OTU.494",14,"13CCPS",0.00679617709816537,0.0246592407700804
"OTU.273",14,"13CCPS",0.978238467002691,0.999999999992215
"OTU.5680",14,"13CCPS",0.400912456629739,0.516231367343934
"OTU.442",14,"13CCPS",0.240873757721802,0.346833780222355
"OTU.5985",14,"13CCPS",0.289371215731718,0.400616518840108
"OTU.423",14,"13CCPS",0.0182593342153136,0.0499532127393888
"OTU.607",14,"13CCPS",0.285537169060401,0.39690988430734
"OTU.458",14,"13CCPS",0.07973653552074,0.148240834613636
"OTU.794",14,"13CCPS",0.0565738604052743,0.115591941342726
"OTU.469",14,"13CCPS",6.60627805346275e-06,0.000130067867905062
"OTU.152",14,"13CCPS",0.00780056741517956,0.0277584636018686
"OTU.238",14,"13CCPS",3.04028224555337e-09,1.92177840889979e-07
"OTU.699",14,"13CCPS",0.0328606581396755,0.0774595690397455
"OTU.1012",14,"13CCPS",0.0380201566220855,0.0847951868210301
"OTU.228",14,"13CCPS",0.985462799335715,0.999999999992215
"OTU.221",14,"13CCPS",0.00574414988312767,0.0217282645972798
"OTU.105",14,"13CCPS",0.000464384766090389,0.00345341240913038
"OTU.1053",14,"13CCPS",0.0156357120169484,0.0443411809500709
"OTU.321",14,"13CCPS",0.170380644112957,0.264336665291046
"OTU.245",14,"13CCPS",0.131112370962554,0.214970590479218
"OTU.450",14,"13CCPS",0.00588381896729903,0.0221172662902226
"OTU.353",14,"13CCPS",0.108845994543456,0.18542416942793
"OTU.32",14,"13CCPS",0.000218100078544413,0.0019694601077582
"OTU.1018",14,"13CCPS",0.0333701126547052,0.0782000103381481
"OTU.448",14,"13CCPS",0.000412764475343841,0.00313753249929084
"OTU.207",14,"13CCPS",0.262988480201125,0.370714982067548
"OTU.666",14,"13CCPS",0.204427081865204,0.30536931009964
"OTU.421",14,"13CCPS",0.629129885167993,0.744746043847435
"OTU.633",14,"13CCPS",0.585106792753535,0.701310636823349
"OTU.463",14,"13CCPS",0.561281954394349,0.678509941849636
"OTU.805",14,"13CCPS",0.0609824393776328,0.12196749789502
"OTU.344",14,"13CCPS",0.0352149898887919,0.0808665446585834
"OTU.265",14,"13CCPS",0.348344910939183,0.461005220978467
"OTU.310",14,"13CCPS",0.982873328543196,0.999999999992215
"OTU.900",14,"13CCPS",0.999991826663146,0.999999999992215
"OTU.1131",14,"13CCPS",0.998165817362783,0.999999999992215
"OTU.119",14,"13CCPS",0.999999633384217,0.999999999992215
"OTU.507",14,"13CCPS",0.970845841729467,0.999999999992215
"OTU.327",14,"13CCPS",0.999560509076344,0.999999999992215
"OTU.1754",14,"13CCPS",0.99999651248646,0.999999999992215
"OTU.302",14,"13CCPS",0.855686584945678,0.957091620514067
"OTU.4926",14,"13CCPS",0.0513574935927897,0.107550740723523
"OTU.984",14,"13CCPS",0.0111866681599132,0.0355036456569052
"OTU.246",14,"13CCPS",0.0154335215578018,0.0441325223593331
"OTU.2020",14,"13CCPS",0.000689891903275354,0.00468113093691356
"OTU.10",14,"13CCPS",2.65769300046345e-10,2.455299456582e-08
"OTU.5419",14,"13CCPS",0.00415800897746848,0.0169280297692869
"OTU.2561",14,"13CCPS",0.0360345372314142,0.0820786906527164
"OTU.690",14,"13CCPS",0.00209284368117036,0.0104685938551181
"OTU.324",14,"13CCPS",0.0078286424793872,0.0278171586323788
"OTU.28",14,"13CCPS",0.999909552913675,0.999999999992215
"OTU.832",14,"13CCPS",0.987730893196383,0.999999999992215
"OTU.165",14,"13CCPS",0.99999285247498,0.999999999992215
"OTU.2955",14,"13CCPS",0.640624230751847,0.753934053045535
"OTU.592",14,"13CCPS",0.833071243089214,0.93550122762987
"OTU.19",14,"13CCPS",0.999933816640258,0.999999999992215
"OTU.65",14,"13CCPS",0.0104223800969037,0.0340606217588609
"OTU.209",14,"13CCPS",0.036816977110584,0.0833500273511995
"OTU.2131",14,"13CCPS",0.109261730457422,0.185868751103915
"OTU.529",14,"13CCPS",0.265192420355703,0.372728024396957
"OTU.5538",14,"13CCPS",1.85280861375445e-07,6.2682342116031e-06
"OTU.16",14,"13CCPS",9.90038552000089e-06,0.000181532259687345
"OTU.386",14,"13CCPS",0.0322876022258942,0.0764157267940507
"OTU.41",14,"13CCPS",0.0271892120688219,0.0682429335311497
"OTU.205",14,"13CCPS",0.0199451418431526,0.0536486346105851
"OTU.2207",14,"13CCPS",0.119899213702146,0.199998549522608
"OTU.306",14,"13CCPS",0.531315415319825,0.650468719469021
"OTU.4627",14,"13CCPS",0.0438664488346468,0.0950967600187922
"OTU.292",14,"13CCPS",0.000929040446560728,0.00579624714971135
"OTU.71",14,"13CCPS",0.0308186213097684,0.0745481655448778
"OTU.239",14,"13CCPS",2.34313845275381e-05,0.000335013009733015
"OTU.3775",14,"13CCPS",0.999999369872009,0.999999999992215
"OTU.766",14,"13CCPS",0.999999818059932,0.999999999992215
"OTU.116",14,"13CCPS",1.59565182023252e-05,0.000248880238454448
"OTU.347",14,"13CCPS",0.148052498869525,0.237397932099199
"OTU.81",14,"13CCPS",0.628021009482228,0.743839479672738
"OTU.90",14,"13CCPS",0.999971679551608,0.999999999992215
"OTU.1727",14,"13CCPS",0.99588736124141,0.999999999992215
"OTU.544",14,"13CCPS",0.244896210238927,0.350769646388732
"OTU.665",14,"13CCPS",0.00429955043174004,0.0173280539212073
"OTU.1455",14,"13CCPS",0.002237935449143,0.0108816213539301
"OTU.4981",14,"13CCPS",0.410503365376792,0.526162798097681
"OTU.89",14,"13CCPS",0.869384542806721,0.969480813287717
"OTU.515",14,"13CCPS",9.8996311589085e-10,6.99379824814653e-08
"OTU.576",14,"13CCPS",0.0142062797704486,0.0416920874548349
"OTU.27",14,"13CCPS",1.75774248085433e-09,1.14110741594922e-07
"OTU.5712",14,"13CCPS",7.10032799183558e-05,0.000798860135589503
"OTU.17",14,"13CCPS",2.44453082019147e-05,0.000341381571517437
"OTU.851",14,"13CCPS",0.962085384055439,0.999999999992215
"OTU.38",14,"13CCPS",5.6066119948007e-06,0.000114127813656875
"OTU.233",14,"13CCPS",0.00159675506213344,0.00864268310781255
"OTU.5259",14,"13CCPS",3.62697203372909e-06,7.84863677929484e-05
"OTU.20",14,"13CCPS",2.1833122770151e-10,2.09772643575611e-08
"OTU.2294",14,"13CCPS",8.86113906602929e-09,4.62705566013095e-07
"OTU.5555",14,"13CCPS",0.396595561105284,0.511856562846045
"OTU.3302",14,"13CCPS",4.02671210694719e-06,8.48435305340977e-05
"OTU.5298",14,"13CCPS",0.000720465901553517,0.00482080496957673
"OTU.1414",14,"13CCPS",0.00540960056050204,0.0209240910568855
"OTU.4969",14,"13CCPS",0.0136557835269218,0.0406216491245602
"OTU.3473",14,"13CCPS",0.103026460689402,0.178549465062008
"OTU.73",14,"13CCPS",0.0407288485603375,0.089180213529563
"OTU.1028",14,"13CCPS",0.0972559675411322,0.170870100752386
"OTU.123",14,"13CCPS",0.000244117802389369,0.00214004000488782
"OTU.460",14,"13CCPS",0.338721660793503,0.451253149875759
"OTU.1035",14,"13CCPS",0.00985473395330722,0.0329222127341362
"OTU.2381",14,"13CCPS",0.0200543848551735,0.0538219356671806
"OTU.4273",14,"13CCPS",0.0461295659329372,0.0984917487741468
"OTU.621",14,"13CCPS",0.0887404787029044,0.160631994532434
"OTU.160",14,"13CCPS",2.3690033592427e-05,0.000336706867982305
"OTU.109",14,"13CCPS",0.15426296303305,0.245065897622609
"OTU.22",14,"13CCPS",0.979967822543051,0.999999999992215
"OTU.240",14,"13CCPS",0.983974962449146,0.999999999992215
"OTU.115",14,"13CCPS",0.0490490192405788,0.10369345720788
"OTU.225",14,"13CCPS",0.879272544326581,0.977027335557506
"OTU.4822",14,"13CCPS",0.00559388387916077,0.0213957150919493
"OTU.243",14,"13CCPS",0.908146037654164,0.999999999992215
"OTU.429",14,"13CCPS",0.999253944567576,0.999999999992215
"OTU.982",14,"13CCPS",0.999842006270096,0.999999999992215
"OTU.5539",14,"13CCPS",0.999944053412999,0.999999999992215
"OTU.1087",14,"13CCPS",0.999996657391441,0.999999999992215
"OTU.206",14,"13CCPS",0.0289716745307246,0.0716625992303176
"OTU.263",14,"13CCPS",0.285536886704638,0.39690988430734
"OTU.1016",14,"13CCPS",0.0549627875324762,0.113614987653191
"OTU.181",14,"13CCPS",0.0374048002541172,0.083918504657954
"OTU.13",14,"13CCPS",0.0111891173031962,0.0355036456569052
"OTU.4884",14,"13CCPS",6.06429028538738e-05,0.000710557330024414
"OTU.398",14,"13CCPS",0.196628861041384,0.296114435248529
"OTU.486",14,"13CCPS",0.166222804844453,0.25943286370135
"OTU.126",14,"13CCPS",0.00564774092249779,0.0215331328505392
"OTU.167",14,"13CCPS",0.000741659033050076,0.00490761707268949
"OTU.504",14,"13CCPS",0.495726513828131,0.614645733363379
"OTU.235",14,"13CCPS",0.463931994331045,0.581609942788711
"OTU.531",14,"13CCPS",0.0189624769725479,0.0515830913794565
"OTU.232",14,"13CCPS",0.00406504894774207,0.0166625385195844
"OTU.198",14,"13CCPS",0.201855709852461,0.302280183956117
"OTU.202",14,"13CCPS",0.000330610194960977,0.00270571693681785
"OTU.75",14,"13CCPS",0.00081663193053986,0.00531585337982857
"OTU.953",14,"13CCPS",0.06229490014282,0.123579476402511
"OTU.885",14,"13CCPS",0.000331174346138405,0.00270571693681785
"OTU.349",14,"13CCPS",0.0611454569700525,0.122189174411037
"OTU.416",14,"13CCPS",0.0214632248462792,0.0569664818571962
"OTU.291",14,"13CCPS",0.00140093189556574,0.00782567072825328
"OTU.129",14,"13CCPS",2.37603601855183e-06,5.77972356793219e-05
"OTU.86",14,"13CCPS",0.0106102906309447,0.0344870339587675
"OTU.76",14,"13CCPS",0.00123542168439308,0.00722015300708558
"OTU.18",14,"13CCPS",0.000188097244499187,0.00173772915879634
"OTU.676",14,"13CCPS",0.00248079512963501,0.0117328322196147
"OTU.1085",14,"13CCPS",0.00310919294597962,0.0137284585592703
"OTU.223",14,"13CCPS",0.0449471922927642,0.097089168963327
"OTU.564",14,"13CCPS",0.00296276061286294,0.0133266652619669
"OTU.5468",14,"13CCPS",7.11723851024786e-05,0.000798860135589503
"OTU.1719",14,"13CCPS",9.28828458134487e-05,0.0010004690387619
"OTU.200",14,"13CCPS",0.0310258669977301,0.0746734794875228
"OTU.875",14,"13CCPS",0.0318338416516902,0.0758580234596825
"OTU.635",14,"13CCPS",0.0100198095459678,0.0332928624359761
"OTU.219",14,"13CCPS",0.126071653332171,0.207555936465988
"OTU.4416",14,"13CCPS",0.0247475426231433,0.0633052155279982
"OTU.136",14,"13CCPS",0.155146344088318,0.246157275855719
"OTU.309",14,"13CCPS",1.65096743421116e-05,0.000254206652370206
"OTU.311",14,"13CCPS",0.0168974453650232,0.0471401437477186
"OTU.104",14,"13CCPS",0.0232585221719308,0.0604620890227032
"OTU.640",14,"13CCPS",0.0219801684490992,0.0578273434991635
"OTU.30",14,"13CCPS",0.000108740170238751,0.00114058466774445
"OTU.5788",14,"13CCPS",0.0209193607152321,0.0557694832830049
"OTU.379",14,"13CCPS",0.00894663572175014,0.0306122777829684
"OTU.3493",14,"13CCPS",0.00209633374034629,0.0104685938551181
"OTU.299",14,"13CCPS",0.0927919351239991,0.165583928748236
"OTU.142",14,"13CCPS",0.107097957797522,0.18335218355933
"OTU.251",14,"13CCPS",0.288720358586982,0.399948135612144
"OTU.5607",14,"13CCPS",0.0342178741301468,0.0793352641511704
"OTU.2720",14,"13CCPS",0.0925150849479128,0.165343180092922
"OTU.512",14,"13CCPS",0.0215933043128646,0.0571106515888505
"OTU.5894",14,"13CCPS",0.195884468878976,0.295363775422035
"OTU.322",14,"13CCPS",5.10117566091492e-05,0.00062198091053389
"OTU.39",14,"13CCPS",5.39392209700413e-06,0.000110736759632512
"OTU.357",14,"13CCPS",0.083047707254079,0.153093317593475
"OTU.2183",14,"13CCPS",0.211271181290445,0.313255171271389
"OTU.478",14,"13CCPS",0.0473554331469346,0.100572723624171
"OTU.566",14,"13CCPS",0.436812934770468,0.55397289826751
"OTU.4047",14,"13CCPS",0.0113886241975437,0.0359778804695333
"OTU.1968",14,"13CCPS",0.0800064128639674,0.148627535730278
"OTU.589",14,"13CCPS",0.315411165170918,0.426826827459462
"OTU.5957",14,"13CCPS",0.000837212293572544,0.0054204418575775
"OTU.2824",14,"13CCPS",0.00423465925454501,0.0171239924737662
"OTU.87",14,"13CCPS",4.62929409129531e-08,1.97550386159018e-06
"OTU.3499",14,"13CCPS",0.0369347641661595,0.0833809243675895
"OTU.492",14,"13CCPS",0.000852786991896697,0.00549167387275031
"OTU.396",14,"13CCPS",0.0225072161611401,0.0587634056728896
"OTU.4020",14,"13CCPS",0.00165986454292519,0.0088797207842011
"OTU.837",14,"13CCPS",0.698038247062312,0.812373076227863
"OTU.391",14,"13CCPS",0.500819895285882,0.619767845686084
"OTU.508",14,"13CCPS",0.0212399101991668,0.0564986315596883
"OTU.272",14,"13CCPS",0.208507283535209,0.310114238422026
"OTU.2767",14,"13CCPS",0.0881629414393884,0.160066050897514
"OTU.53",14,"13CCPS",0.00358375097197632,0.0151819573804006
"OTU.287",14,"13CCPS",0.179667349395032,0.275757810381385
"OTU.199",14,"13CCPS",0.121130558971655,0.201492799619056
"OTU.1168",14,"13CCPS",0.00886241353117171,0.0304107390026778
"OTU.472",14,"13CCPS",0.353160308520344,0.465326967123349
"OTU.3726",14,"13CCPS",0.014106904873386,0.0415076620979477
"OTU.497",14,"13CCPS",0.0445786754747408,0.0964666472885832
"OTU.561",14,"13CCPS",0.00908908218217939,0.0309681848120202
"OTU.352",14,"13CCPS",0.000415017792396851,0.00314470895059065
"OTU.4965",14,"13CCPS",0.00409704208573588,0.0167650682963162
"OTU.2263",14,"13CCPS",0.00262495116039497,0.0121252551678244
"OTU.84",14,"13CCPS",2.8224803622645e-11,3.17035040727717e-09
"OTU.367",14,"13CCPS",0.760832423882207,0.869005935408969
"OTU.158",14,"13CCPS",0.00150483273474782,0.00829038584601894
"OTU.679",14,"13CCPS",0.371122228179378,0.484342388574356
"OTU.4310",14,"13CCPS",0.174307697847425,0.269425411988105
"OTU.114",14,"13CCPS",0.99934677479516,0.999999999992215
"OTU.140",14,"13CCPS",0.0372100645606471,0.0837662371833874
"OTU.1855",14,"13CCPS",0.176808323536716,0.272404151905824
"OTU.598",14,"13CCPS",0.00022649984016505,0.00202250043151097
"OTU.1701",14,"13CCPS",0.779493952030717,0.886946694826045
"OTU.5065",14,"13CCPS",0.607978368102303,0.725827057744399
"OTU.4706",14,"13CCPS",4.40054116873593e-05,0.000554694850280534
"OTU.4825",14,"13CCPS",0.529481143027172,0.648884543648606
"OTU.5",14,"13CCPS",0.999999999245203,0.999999999992215
"OTU.40",14,"13CCPS",1.99306692489046e-07,6.55800925148887e-06
"OTU.234",14,"13CCPS",0.000639739035884055,0.00440301766244556
"OTU.4759",14,"13CCPS",0.000113901482686838,0.00117562558057614
"OTU.96",14,"13CCPS",2.54585272396437e-06,6.08847931036338e-05
"OTU.518",14,"13CCPS",0.999995147533912,0.999999999992215
"OTU.4741",14,"13CCPS",0.0701347251554221,0.134555598900419
"OTU.175",14,"13CCPS",0.00167926999390572,0.00894369517818525
"OTU.657",14,"13CCPS",0.000880438518143099,0.0055799823761998
"OTU.2471",14,"13CCPS",0.000318014778135226,0.00263403964510625
"OTU.537",14,"13CCPS",0.0516581440580526,0.108086116748643
"OTU.196",14,"13CCPS",0.0123012833474442,0.0378331403336249
"OTU.1627",14,"13CCPS",0.0013141398136081,0.00750620432104227
"OTU.170",14,"13CCPS",6.66460539287012e-05,0.000755112365739341
"OTU.678",14,"13CCPS",0.00488536025436305,0.019268695124762
"OTU.346",14,"13CCPS",1.896824115773e-06,4.89910916783521e-05
"OTU.3717",14,"13CCPS",1.56574884999941e-09,1.0553387163958e-07
"OTU.26",14,"13CCPS",2.74604131561639e-06,6.28189641915293e-05
"OTU.3674",14,"13CCPS",0.00357066225301625,0.0151532345083834
"OTU.3823",14,"13CCPS",0.302864274681876,0.414046663509315
"OTU.732",14,"13CCPS",0.963344779163552,0.999999999992215
"OTU.197",14,"13CCPS",0.58991436462846,0.705664493943008
"OTU.231",14,"13CCPS",0.00222611466288471,0.0108681451631079
"OTU.101",14,"13CCPS",8.83010117543997e-08,3.36665127355664e-06
"OTU.133",14,"13CCPS",0.00173065939374529,0.00913636014016743
"OTU.314",14,"13CCPS",0.000157461876257239,0.00151896958542124
"OTU.259",14,"13CCPS",0.00390234177142356,0.0160865706794683
"OTU.709",14,"13CCPS",2.17702638006473e-05,0.000313126788318292
"OTU.756",14,"13CCPS",0.0239228996804968,0.0617879624005949
"OTU.506",14,"13CCPS",0.534436690566612,0.653291058901274
"OTU.68",14,"13CCPS",0.893796042246403,0.988442952797357
"OTU.48",14,"13CCPS",1.82541491382472e-05,0.000272338299565651
"OTU.380",14,"13CCPS",0.718503611783912,0.830931957392853
"OTU.1888",14,"13CCPS",0.813177470035889,0.91874519427385
"OTU.519",14,"13CCPS",0.0207089388846821,0.0553313361523988
"OTU.34",14,"13CCPS",0.0123597070778563,0.037879476164233
"OTU.384",14,"13CCPS",0.0351522076421763,0.0808665446585834
"OTU.92",14,"13CCPS",0.368234817818944,0.481491579967939
"OTU.808",14,"13CCPS",0.935021366380304,0.999999999992215
"OTU.74",14,"13CCPS",0.295391610697135,0.407776234996849
"OTU.46",14,"13CCPS",1.68999072687608e-06,4.51039747328482e-05
"OTU.2897",14,"13CCPS",0.000283510084131032,0.00238108818910048
"OTU.4405",14,"13CCPS",0.311583731594219,0.423556379903404
"OTU.5211",14,"13CCPS",0.00180259999971756,0.00937083185377033
"OTU.29",14,"13CCPS",0.20305962580741,0.303704371848941
"OTU.5144",14,"13CCPS",0.498108722083639,0.617048556186127
"OTU.15",14,"13CCPS",0.959483569986466,0.999999999992215
"OTU.215",14,"13CCPS",0.0332575838654807,0.0781631633145796
"OTU.11",14,"13CCPS",0.999999999876744,0.999999999992215
"OTU.154",14,"13CCPS",0.999988119765111,0.999999999992215
"OTU.100",14,"13CCPS",0.999759395955306,0.999999999992215
"OTU.6",14,"13CCPS",0.999999955609354,0.999999999992215
"OTU.2",14,"13CCPS",5.83583705838631e-28,2.80353612284878e-25
"OTU.143",14,"13CCPS",3.21928472387035e-13,6.44393492228048e-11
"OTU.54",14,"13CCPS",4.69043777803194e-09,2.62010035879831e-07
"OTU.182",14,"13CCPS",0.000180479199557442,0.00168681337485205
"OTU.103",14,"13CCPS",0.123880636831843,0.204932017679123
"OTU.768",14,"13CCPS",0.00185840527251825,0.00959976228943835
"OTU.45",14,"13CCPS",0.00267388267193685,0.0123039581953876
"OTU.227",14,"13CCPS",0.656872496072506,0.77079029583105
"OTU.312",14,"13CCPS",0.621811767104253,0.739036053728063
"OTU.214",14,"13CCPS",0.0616389716967357,0.122877151765162
"OTU.222",14,"13CCPS",0.162732743468085,0.255646860569222
"OTU.315",14,"13CCPS",0.0050781158748831,0.0198335517584865
"OTU.63",14,"13CCPS",0.00333009616468954,0.0143606660459323
"OTU.49",14,"13CCPS",0.0105588820976894,0.0343664428165988
"OTU.381",14,"13CCPS",8.46642932471595e-06,0.000160128844393447
"OTU.627",14,"13CCPS",0.999834491449566,0.999999999992215
"OTU.83",14,"13CCPS",0.999999999992215,0.999999999992215
"OTU.241",14,"13CCPS",0.999096152779522,0.999999999992215
"OTU.268",14,"13CCPS",0.005139019299134,0.0200388382411037
"OTU.1700",14,"13CCPS",0.37120480147337,0.484342388574356
"OTU.675",14,"13CCPS",0.294365489747903,0.406593390669616
"OTU.739",14,"13CCPS",0.130934374425061,0.214825387547128
"OTU.288",14,"13CCPS",0.00454629241502412,0.0180797920213376
"OTU.102",14,"13CCPS",0.0197339103291717,0.0531996101129859
"OTU.412",14,"13CCPS",0.180650040540497,0.277089014928655
"OTU.248",14,"13CCPS",0.0568114092005756,0.115939681308227
"OTU.269",14,"13CCPS",0.0776338071150647,0.14534404106811
"OTU.25",14,"13CCPS",1.33453820556191e-05,0.000219558956832857
"OTU.6045",14,"13CCPS",0.0554184369278075,0.11419780463203
"OTU.21",14,"13CCPS",1.33641628250989e-06,3.73264175649856e-05
"OTU.2192",14,"13CCPS",0.999663913179036,0.999999999992215
"OTU.185",14,"13CCPS",0.999986561260619,0.999999999992215
"OTU.541",14,"13CCPS",0.987863622455485,0.999999999992215
"OTU.392",14,"13CCPS",0.0314460339607304,0.0752457327570615
"OTU.261",14,"13CCPS",1.77081321526374e-08,8.68059865931326e-07
"OTU.532",14,"13CCPS",0.0111052620889388,0.0354560550060406
"OTU.308",14,"13CCPS",3.89371814993112e-08,1.7004929083881e-06
"OTU.148",14,"13CCPS",5.55020775283871e-08,2.22193317038643e-06
"OTU.120",14,"13CCPS",0.999999999077138,0.999999999992215
"OTU.191",14,"13CCPS",0.00301628575671264,0.0134667628022746
"OTU.334",14,"13CCPS",0.000338480410232303,0.00273735000820255
"OTU.278",14,"13CCPS",0.00164167616667256,0.00880202266148995
"OTU.94",14,"13CCPS",2.78371650731476e-05,0.000373546762601678
"OTU.325",14,"13CCPS",0.0420323915376059,0.091533820918703
"OTU.420",14,"13CCPS",0.519092706702192,0.639087996667691
"OTU.43",14,"13CCPS",5.0862975987261e-08,2.10642876416208e-06
"OTU.177",14,"13CCPS",0.00460559577511874,0.0182551832538535
"OTU.166",14,"13CCPS",0.0622167081658649,0.123579476402511
"OTU.161",14,"13CCPS",8.92512029811163e-06,0.000167485460594251
"OTU.775",14,"13CCPS",0.000351519564904945,0.00280409672802042
"OTU.188",14,"13CCPS",2.9806230993604e-06,6.56830888501254e-05
"OTU.877",14,"13CCPS",0.00189463177153543,0.00974497968999591
"OTU.144",14,"13CCPS",4.52885596145916e-05,0.000566578751011714
"OTU.395",14,"13CCPS",0.035610500298973,0.0814632587791744
"OTU.1005",14,"13CCPS",0.000668818118001462,0.00457692626620943
"OTU.693",14,"13CCPS",0.000953303587723509,0.00588646585530044
"OTU.968",14,"13CCPS",0.223816130788275,0.328209002535675
"OTU.753",14,"13CCPS",0.006405162356726,0.0235068511014807
"OTU.5190",14,"13CCPS",0.999826641989778,0.999999999992215
"OTU.98",14,"13CCPS",0.99999995233195,0.999999999992215
"OTU.4322",14,"13CCPS",0.999999998701332,0.999999999992215
"OTU.64",14,"13CCPS",0.999999999987332,0.999999999992215
"OTU.407",14,"13CCPS",0.195206321048761,0.294526120074826
"OTU.730",14,"13CCPS",0.0589684368675337,0.119027046517492
"OTU.500",14,"13CCPS",0.0100166958698413,0.0332928624359761
"OTU.218",14,"13CCPS",0.0202700157951037,0.0542189063918029
"OTU.539",14,"13CCPS",0.364185944919602,0.476976357522837
"OTU.336",14,"13CCPS",0.218580495942532,0.321709774052673
"OTU.845",14,"13CCPS",0.48763607916954,0.606892156562298
